"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"791","085779_1300_S103_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.325037,0.674963,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"792","085780_1301_S104_","JC",4.97768,"1; 1; 0.999; 1; 0.979","BC6JC",0.02172,"0; 0; 0.001; 0; 0.02","JC",5,5,TRUE,0.000854,0.999146,0.187407,0.812593,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"793","085781_1302_S105_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.000174,0.999826,0.99995,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"794","085782_1303_S106_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,5.3e-05,0.999947,0.459347,0.540653,0.758586,0.241388,2.5e-05,1.6e-05,1.6e-05,0.417654,0.582313,1.2e-05,1.2e-05,0.737526,1.2e-05,0.262437,"JC"
"795","085783_1304_S107_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.6e-05,0.999954,0.449996,0.550004,0.836223,0.163751,2.5e-05,1.6e-05,1.6e-05,0.38648,0.613487,1.2e-05,1.2e-05,0.772895,1.2e-05,0.227068,"JC"
"796","085784_1305_S108_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.465384,0.534616,0.851166,2.5e-05,0.148809,1.6e-05,1.6e-05,0.40713,0.592838,1.2e-05,0.274731,0.725232,1.2e-05,1.2e-05,"JC"
"797","085785_1306_S109_","JC",4.91462,"0.968; 1; 0.954; 0.993; 1","BC6JC",0.08228,"0.032; 0; 0.046; 0.004; 0","JC",5,5,TRUE,0.000417,0.999583,0.278239,0.721761,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,0.180356,0.819611,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"798","085786_1307_S110_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.587824,0.412176,0.580138,0.419836,2.5e-05,1.6e-05,1.6e-05,0.559786,0.440182,1.2e-05,1.2e-05,0.599485,1.2e-05,0.400479,"JC"
"799","085787_1308_S111_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.000191,0.999809,0.99995,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"800","085788_1309_S112_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.9e-05,0.999951,0.384864,0.615136,0.938778,2.5e-05,0.061197,0.037002,0.035667,0.223539,0.703792,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"801","085789_1310_S113_","JC",4.98964,"0.991; 1; 0.999; 1; 1","BC6JC",0.01031,"0.009; 0; 0.001; 0; 0","JC",5,5,TRUE,0.000156,0.999844,0.509298,0.490702,0.703136,0.296838,2.5e-05,0.456317,1.6e-05,1.6e-05,0.543651,1.2e-05,1.2e-05,0.621009,1.2e-05,0.378954,"JC"
"802","085790_1311_S114_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.446033,0.553967,0.999949,2.6e-05,2.6e-05,1.6e-05,1.6e-05,0.383968,0.615999,1.2e-05,0.21341,0.786553,1.2e-05,1.2e-05,"JC"
"803","085791_1312_S115_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.483793,0.516207,0.842634,2.5e-05,0.157341,1.6e-05,1.6e-05,0.426272,0.573696,1.2e-05,1.2e-05,0.738223,1.2e-05,0.26174,"JC"
"804","085792_1313_S116_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.21903,0.78097,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,0.121644,0.878324,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"805","085793_1314_S117_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.510979,0.489021,0.715692,0.277228,0.007079,0.03365,1.6e-05,0.423246,0.543088,1.2e-05,1.2e-05,0.73024,1.2e-05,0.269723,"JC"
"806","085794_1315_S118_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.3e-05,0.999957,0.443335,0.556665,0.814207,0.185768,2.5e-05,0.430533,1.6e-05,1.6e-05,0.569435,1.2e-05,1.2e-05,0.705724,1.2e-05,0.294239,"JC"
"807","085795_1316_S119_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.567274,0.432726,0.801808,2.5e-05,0.198166,1.6e-05,1.6e-05,0.491065,0.508902,1.2e-05,1.2e-05,0.66059,1.2e-05,0.339373,"JC"
"808","085796_1317_S120_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.3e-05,0.999957,0.375105,0.624895,0.999949,2.6e-05,2.6e-05,0.327182,1.6e-05,1.6e-05,0.672786,1.2e-05,1.2e-05,0.786251,1.2e-05,0.213712,"JC"
"809","085797_1318_S121_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,9.1e-05,0.999909,0.35482,0.64518,0.999949,2.5e-05,2.6e-05,0.10025,0.109095,1.6e-05,0.790639,1.2e-05,0.100188,0.899775,1.2e-05,1.2e-05,"JC"
"810","085798_1319_S122_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.320101,0.679899,0.999949,2.5e-05,2.5e-05,0.24314,1.6e-05,1.6e-05,0.756828,1.2e-05,1.2e-05,0.981314,0.018649,1.2e-05,"JC"
"811","085800_1321_S124_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.5e-05,0.999955,0.130269,0.869731,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"812","085801_1322_S125_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.6e-05,0.999954,0.266529,0.733471,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"813","085802_1323_S126_","JC",4.95399,"1; 1; 0.955; 1; 1","BC6JC",0.04594,"0; 0; 0.045; 0; 0","JC",5,5,TRUE,0.000206,0.999794,0.547624,0.452376,0.681798,0.318177,2.5e-05,0.033495,1.6e-05,0.458344,0.508145,1.2e-05,1.2e-05,0.691652,1.2e-05,0.308311,"JC"
"814","085803_1324_S127_","BC2JC",2.45003,"0.894; 0.571; 0.016; 0.955; 0.015","BC2JCxBC3JC",2.20025,"0.095; 0.376; 0.938; 0.034; 0.758","BC2JC",2,4,TRUE,0.102727,0.897273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"815","085804_1325_S128_","BCJCxBC3JC",2.57208,"0.947; 0.655; 0; 0.194; 0.776","F2xBCJC",1.48556,"0.001; 0.324; 1; 0; 0.161","BCJCxBC3JC",2,4,TRUE,0.174974,0.825026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"816","085805_1326_S129_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.483078,0.516922,0.851633,2.5e-05,0.148342,0.176195,0.142229,1.6e-05,0.68156,1.2e-05,0.258911,0.741052,1.2e-05,1.2e-05,"JC"
"817","085806_1327_S130_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.647067,0.352933,0.493758,0.506216,2.5e-05,1.6e-05,1.6e-05,0.623818,0.37615,1.2e-05,1.2e-05,0.890037,0.109926,1.2e-05,"JC"
"818","085807_1328_S131_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.999573,0.000427,2.5e-05,0.999949,2.5e-05,0.060023,1.6e-05,0.939945,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"819","085808_1329_S132_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.99977,0.00023,2.5e-05,0.999949,2.5e-05,0.023918,1.6e-05,0.97605,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"820","085809_1330_S133_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.1e-05,0.999959,0.083259,0.916741,0.99995,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"821","085810_1331_S134_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.4e-05,0.999956,0.977036,0.022964,0.024319,0.975656,2.5e-05,0.027231,1.6e-05,0.972737,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"822","085811_1332_S135_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999802,0.000198,2.5e-05,0.999949,2.5e-05,0.015367,1.6e-05,0.984601,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"823","085812_1333_S136_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.981821,0.018179,0.03321,0.966764,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.095962,1.2e-05,0.904001,"JC"
"824","085813_1334_S137_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.989998,0.010002,0.011355,0.98862,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"825","085814_1335_S138_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.1e-05,0.999959,0.999609,0.000391,2.5e-05,0.999949,2.5e-05,0.402979,1.6e-05,0.596989,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"826","085815_1336_S139_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,5.2e-05,0.999948,0.975017,0.024983,0.017258,0.982717,2.5e-05,0.037147,1.6e-05,0.96282,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"827","085816_1337_S140_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,5.4e-05,0.999946,0.990152,0.009848,2.5e-05,0.999949,2.5e-05,0.857321,1.6e-05,1.6e-05,0.142647,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"828","085817_1338_S141_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.979377,0.020623,2.5e-05,0.999949,2.5e-05,0.143358,1.6e-05,0.85661,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"829","085818_1339_S142_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.5e-05,0.999955,0.339669,0.660331,0.903926,0.096049,2.5e-05,0.237801,1.6e-05,1.6e-05,0.762166,1.2e-05,1.2e-05,0.879771,1.2e-05,0.120192,"JC"
"830","085819_1340_S143_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.99975,0.00025,2.5e-05,0.999949,2.5e-05,0.021857,1.6e-05,0.978111,1.6e-05,0.019092,0.594139,1.2e-05,1.2e-05,0.386744,"JC"
"831","085820_1341_S144_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.815225,0.184775,0.28897,0.711005,2.5e-05,0.556475,0.134194,1.6e-05,0.309314,1.2e-05,1.2e-05,0.25821,1.2e-05,0.741753,"JC"
"832","085821_1342_S145_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.992733,0.007267,0.025054,0.97492,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.113513,1.2e-05,0.886451,"JC"
"833","085822_1343_S146_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.362409,0.637591,0.999949,2.5e-05,2.6e-05,0.197419,1.6e-05,1.6e-05,0.802549,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"834","085823_1344_S147_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.382513,0.617487,0.999949,2.5e-05,2.5e-05,0.248191,1.6e-05,1.6e-05,0.751777,1.2e-05,1.2e-05,0.850819,1.2e-05,0.149144,"JC"
"835","085824_1345_S148_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.34669,0.65331,0.999949,2.5e-05,2.6e-05,1.6e-05,1.6e-05,0.259388,0.74058,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"836","085825_1346_S149_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.363606,0.636394,0.92162,0.078354,2.5e-05,1.6e-05,1.6e-05,0.261302,0.738665,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"837","085826_1347_S150_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.9856,0.0144,0.055821,0.944154,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.323824,0.079909,1.2e-05,0.596242,"JC"
"838","085827_1348_S151_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999772,0.000228,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"839","085828_1349_S152_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.811378,0.188622,0.318957,0.681018,2.5e-05,1.6e-05,1.6e-05,0.811268,0.1887,1.2e-05,0.950039,1.2e-05,1.2e-05,0.049924,"JC"
"840","085829_1350_S153_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.503175,0.496825,0.875015,2.5e-05,0.124959,1.6e-05,1.6e-05,0.452717,0.547251,1.2e-05,1.2e-05,0.729485,1.2e-05,0.270478,"JC"
"841","085830_1351_S154_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.869255,0.130745,2.6e-05,0.999949,2.5e-05,0.919702,1.6e-05,1.6e-05,0.080266,1.2e-05,1.2e-05,0.092701,1.2e-05,0.907262,"JC"
"842","085831_1352_S155_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.774678,0.225322,0.334089,0.665885,2.5e-05,0.010121,1.6e-05,0.752358,0.237505,1.2e-05,1.2e-05,0.340744,1.2e-05,0.659219,"JC"
"843","085832_1353_S156_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.842135,0.157865,0.299303,0.700672,2.5e-05,1.6e-05,1.6e-05,0.840207,0.159761,0.230875,1.2e-05,0.32438,1.2e-05,0.44472,"JC"
"844","085833_1354_S157_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.634362,0.365638,0.571628,0.428347,2.5e-05,1.6e-05,1.6e-05,0.586928,0.413039,1.2e-05,0.43842,0.561543,1.2e-05,1.2e-05,"JC"
"845","085834_1355_S158_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999839,0.000161,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"846","085835_1356_S159_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,8.6e-05,0.999914,0.344376,0.655624,0.969748,0.030227,2.5e-05,0.296683,1.6e-05,1.6e-05,0.703285,1.2e-05,1.2e-05,0.835077,1.2e-05,0.164887,"JC"
"847","085836_1357_S160_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.5e-05,0.999955,0.999777,0.000223,2.5e-05,0.999949,2.5e-05,0.042908,1.6e-05,0.957059,1.6e-05,1.2e-05,0.664661,1.2e-05,1.2e-05,0.335302,"JC"
"848","085837_1358_S161_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.2e-05,0.999958,0.626956,0.373044,0.571238,0.428736,2.5e-05,0.006008,1.6e-05,0.583901,0.410075,1.2e-05,0.449948,0.550015,1.2e-05,1.2e-05,"JC"
"849","085838_1359_S162_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.9998,2e-04,0.4195,2.6e-05,0.580474,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.940572,1.2e-05,1.2e-05,0.059391,"JC"
"850","085839_1360_S163_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.9e-05,0.999961,0.613729,0.386271,0.783122,2.5e-05,0.216853,1.6e-05,1.6e-05,0.59176,0.408208,0.120687,1.2e-05,0.634895,1.2e-05,0.244393,"JC"
"851","085840_1361_S164_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.724917,0.275083,0.694756,2.5e-05,0.305219,1.6e-05,1.6e-05,0.702046,0.297922,1.2e-05,0.363423,0.447676,1.2e-05,0.188876,"JC"
"852","085841_1362_S165_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.546641,0.453359,0.699488,0.300487,2.5e-05,1.6e-05,1.6e-05,0.477981,0.521986,1.2e-05,1.2e-05,0.725988,1.2e-05,0.273975,"JC"
"853","085842_1363_S166_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.9e-05,0.999951,0.601087,0.398913,0.788722,2.5e-05,0.211252,1.6e-05,1.6e-05,0.550498,0.44947,1.2e-05,1.2e-05,0.621424,1.2e-05,0.378539,"JC"
"854","085843_1364_S167_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.196791,0.803209,0.999949,2.5e-05,2.5e-05,0.251279,1.6e-05,1.6e-05,0.748688,1.2e-05,1.2e-05,0.897814,1.2e-05,0.102149,"JC"
"855","085844_1365_S168_","JC",4.94379,"1; 1; 0.96; 0.994; 0.991","BC6JC",0.0532,"0; 0; 0.04; 0.004; 0.008","JC",5,5,TRUE,0.00061,0.99939,0.999682,0.000318,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"856","085845_1366_S169_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.926036,0.073964,0.125829,0.874146,2.5e-05,0.040324,1.6e-05,0.915056,0.044604,1.2e-05,0.141341,0.143739,1.2e-05,0.714895,"JC"
"857","085846_1367_S170_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,5.8e-05,0.999942,0.983227,0.016773,2.5e-05,0.999949,2.5e-05,0.421998,1.6e-05,0.57797,1.6e-05,1.2e-05,1.2e-05,0.065074,1.2e-05,0.934889,"JC"
"858","085847_1368_S171_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,5.3e-05,0.999947,0.540972,0.459028,0.842853,2.5e-05,0.157121,1.6e-05,1.6e-05,0.480642,0.519326,0.229349,1.2e-05,0.770614,1.2e-05,1.2e-05,"JC"
"859","085848_1369_S172_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.629219,0.370781,0.591822,0.408153,2.5e-05,0.453891,0.096741,1.6e-05,0.449351,1.2e-05,1.2e-05,0.525259,1.2e-05,0.474704,"JC"
"860","085849_1370_S173_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.999791,0.000209,2.5e-05,0.999949,2.5e-05,0.369439,1.6e-05,0.630528,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"861","085850_1371_S174_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.1e-05,0.999959,0.946678,0.053322,0.097383,0.902591,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.160762,1.2e-05,0.839201,"JC"
"862","085851_1372_S175_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.442194,0.557806,0.854739,0.145235,2.5e-05,0.294125,1.6e-05,1.6e-05,0.705842,1.2e-05,1.2e-05,0.781154,1.2e-05,0.218809,"JC"
"863","085852_1373_S176_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,5.2e-05,0.999948,0.969387,0.030613,0.054581,0.945394,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.116075,1.2e-05,0.883888,"JC"
"864","085853_1374_S177_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.401985,0.598015,0.828194,0.17178,2.5e-05,1.6e-05,1.6e-05,0.36229,0.637678,0.11402,1.2e-05,0.885944,1.2e-05,1.2e-05,"JC"
"865","085854_1375_S178_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.999787,0.000213,2.5e-05,0.999949,2.5e-05,0.076831,1.6e-05,0.923137,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"866","085855_1376_S179_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.639154,0.360846,0.539224,0.460751,2.5e-05,0.74573,1.6e-05,1.6e-05,0.254238,1.2e-05,1.2e-05,0.346574,1.2e-05,0.65339,"JC"
