"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"867","085856_1377_S180_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.163607,0.836393,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"868","085857_1378_S181_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.593631,0.406369,0.626739,0.373236,2.5e-05,1.6e-05,1.6e-05,0.553548,0.44642,1.2e-05,0.323336,0.577625,1.2e-05,0.099015,"JC"
"869","085858_1379_S182_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.317573,0.682427,0.999949,2.5e-05,2.5e-05,1.6e-05,0.122757,1.6e-05,0.87721,1.2e-05,1.2e-05,0.951812,1.2e-05,0.048151,"JC"
"870","085859_1380_S183_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.713145,0.286855,0.446973,0.553001,2.5e-05,0.023158,1.6e-05,0.650154,0.326672,1.2e-05,1.2e-05,0.836885,0.163078,1.2e-05,"JC"
"871","085860_1381_S184_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.598727,0.401273,0.616657,0.383317,2.5e-05,0.478875,1.6e-05,1.6e-05,0.521093,1.2e-05,1.2e-05,0.554272,1.2e-05,0.445691,"JC"
"872","085861_1382_S185_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.133895,0.866105,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"873","085862_1383_S186_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.292263,0.707737,0.957247,2.5e-05,0.042728,1.6e-05,1.6e-05,0.220832,0.779135,0.041089,1.2e-05,0.958874,1.2e-05,1.2e-05,"JC"
"874","085863_1384_S187_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.387917,0.612083,0.864338,0.135637,2.5e-05,0.277846,1.6e-05,1.6e-05,0.722122,1.2e-05,0.153008,0.846955,1.2e-05,1.2e-05,"JC"
"875","085864_1385_S188_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.1e-05,0.999959,0.405274,0.594726,0.818202,0.181773,2.5e-05,0.008067,1.6e-05,0.35219,0.639726,1.2e-05,1.2e-05,0.798164,1.2e-05,0.201799,"JC"
"876","085865_1386_S189_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.999749,0.000251,2.5e-05,0.999949,2.5e-05,0.083419,1.6e-05,0.916549,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"877","085866_1387_S190_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999739,0.000261,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"878","085867_1388_S191_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.992496,0.007504,0.002122,0.997853,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"879","085868_1389_S192_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.983871,0.016129,0.058719,0.941256,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.151156,1.2e-05,0.848807,"JC"
"880","085869_1390_S193_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.6e-05,0.999954,0.953702,0.046298,0.052775,0.9472,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.09349,1.2e-05,0.906473,"JC"
"881","085870_1391_S194_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.952704,0.047296,0.098301,0.901674,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.158192,1.2e-05,0.841772,"JC"
"882","085871_1392_S195_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999565,0.000435,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"883","085872_1393_S196_","JC",4.99177,"1; 1; 0.999; 0.993; 1","BC6JC",0.00531,"0; 0; 0.001; 0.004; 0","JC",5,5,TRUE,0.000279,0.999721,0.641744,0.358256,0.551784,0.448191,2.5e-05,1.6e-05,1.6e-05,0.603695,0.396273,1.2e-05,0.142064,0.50573,1.2e-05,0.352182,"JC"
"884","085873_1394_S197_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.000143,0.999857,0.99995,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"885","085874_1395_S198_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.903964,0.096036,0.192226,0.807749,2.5e-05,1.6e-05,1.6e-05,0.938317,0.061651,1.2e-05,0.850615,0.149348,1.2e-05,1.2e-05,"JC"
"886","085875_1396_S199_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.227039,0.772961,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"887","085876_1397_S200_","JC",4.44696,"0.979; 1; 0.962; 1; 0.506","BC6JC",0.51704,"0.021; 0; 0.037; 0; 0.458","JC",4,4,TRUE,0.000608,0.999392,0.961028,0.038972,2.5e-05,0.999949,2.5e-05,0.673121,1.6e-05,0.326846,1.6e-05,1.2e-05,1.2e-05,0.037438,1.2e-05,0.962525,"JC"
"888","085877_1398_S201_","F2xBCJC",4.00212,"1; 1; 1; 1; 0.002","BCJCxBC3JC",0.94421,"0; 0; 0; 0; 0.944","F2xBCJC",4,5,TRUE,0.222259,0.777741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"889","085878_1399_S202_","JC",4.99179,"1; 1; 0.999; 0.994; 1","BC6JC",0.00545,"0; 0; 0.001; 0.004; 0","JC",5,5,TRUE,0.000199,0.999801,0.969797,0.030203,2.5e-05,0.794826,0.205148,1.6e-05,1.6e-05,0.982724,0.017243,0.408786,0.591177,1.2e-05,1.2e-05,1.2e-05,"JC"
"890","085880_1401_S204_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.3e-05,0.999957,0.999857,0.000143,2.5e-05,0.873018,0.126956,0.843886,0.156082,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"891","085881_1402_S205_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999852,0.000148,2.5e-05,0.820908,0.179066,1.6e-05,0.123346,0.876622,1.6e-05,0.618141,1.2e-05,1.2e-05,1.2e-05,0.381822,"JC"
"892","085882_1403_S206_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.99896,0.00104,0.012609,0.987365,2.5e-05,0.025006,1.6e-05,0.974962,1.6e-05,1.2e-05,0.210738,0.056162,1.2e-05,0.733076,"JC"
"893","085883_1404_S207_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999789,0.000211,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.109476,1.2e-05,1.2e-05,1.2e-05,0.890487,"JC"
"894","085884_1405_S208_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.999784,0.000216,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"JC"
"895","085885_1406_S209_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.229197,0.770803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"896","085886_1407_S210_","BC6JC",2.27253,"0.409; 0.748; 0.713; 0.094; 0.308","BC4JC",1.24911,"0.535; 0.232; 0.002; 0.047; 0.433","BC5JC",1,1,FALSE,0.012188,0.987812,0.660556,0.339444,0.466449,0.533525,2.5e-05,0.256223,1.6e-05,0.410559,0.333202,1.2e-05,1.2e-05,0.117278,0.2104,0.672297,"complexBC_JC"
"897","085887_1408_S211_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.126158,0.873842,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999952,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"898","085888_1409_S212_","JC",4.94541,"1; 1; 0.954; 0.993; 1","BC6JC",0.0515,"0; 0; 0.046; 0.004; 0","JC",5,5,TRUE,0.000504,0.999496,0.907844,0.092156,0.142451,0.857523,2.5e-05,0.917648,1.6e-05,1.6e-05,0.08232,1.2e-05,1.2e-05,0.051218,1.2e-05,0.948745,"JC"
"899","085889_1410_S213_","BCJCxBC3JC",3.91668,"0.085; 0.949; 0.952; 0.983; 0.948","BC2JC",0.95012,"0.914; 0.033; 0.003; 0; 0","BCJCxBC3JC",4,5,TRUE,0.150983,0.849017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCJCxBC3JC"
"900","085890_1411_S214_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,5.6e-05,0.999944,0.999617,0.000383,2.5e-05,0.848095,0.151879,1.6e-05,1.6e-05,0.999952,1.6e-05,0.300203,0.69976,1.2e-05,1.2e-05,1.2e-05,"JC"
"901","085891_1412_S215_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.999821,0.000179,2.5e-05,0.677385,0.322589,1.6e-05,0.251464,0.748503,1.6e-05,0.653575,0.346388,1.2e-05,1.2e-05,1.2e-05,"JC"
"902","085892_1413_S216_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999827,0.000173,2.5e-05,0.589693,0.410282,1.6e-05,0.312695,0.687272,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"903","085893_1414_S217_","JC",4.98659,"0.988; 1; 0.999; 1; 1","BC6JC",0.01334,"0.012; 0; 0.001; 0; 0","JC",5,5,TRUE,0.000112,0.999888,0.999771,0.000229,2.5e-05,0.666159,0.333816,1.6e-05,0.258603,0.741365,1.6e-05,0.69072,0.309243,1.2e-05,1.2e-05,1.2e-05,"JC"
"904","085894_1415_S218_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.472025,0.527975,0.855597,2.5e-05,0.144378,0.083972,1.6e-05,0.339146,0.576865,1.2e-05,1.2e-05,0.96413,0.035833,1.2e-05,"JC"
"905","085895_1416_S219_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.2e-05,0.999958,0.985487,0.014513,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"906","085896_1417_S220_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.366275,0.633725,0.999949,2.5e-05,2.6e-05,1.6e-05,1.6e-05,0.270091,0.729877,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"907","085897_1418_S221_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,5.1e-05,0.999949,0.537152,0.462848,0.707065,0.29291,2.5e-05,0.365838,1.6e-05,0.119773,0.514373,1.2e-05,1.2e-05,0.601188,1.2e-05,0.398775,"JC"
"908","085898_1419_S222_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.462549,0.537451,0.795255,0.20472,2.5e-05,0.363896,1.6e-05,1.6e-05,0.636071,0.142072,1.2e-05,0.857891,1.2e-05,1.2e-05,"JC"
"909","085899_1420_S223_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.231235,0.768765,0.999949,2.5e-05,2.5e-05,1.6e-05,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"910","085900_1421_S224_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.999828,0.000172,2.5e-05,0.999949,2.5e-05,0.185369,1.6e-05,0.814599,1.6e-05,0.222548,1.2e-05,1.2e-05,1.2e-05,0.777415,"JC"
"911","085901_1422_S225_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,5.4e-05,0.999946,0.999819,0.000181,2.5e-05,0.999949,2.6e-05,0.691819,0.286655,1.6e-05,0.021511,1.2e-05,1.2e-05,0.033275,1.2e-05,0.966688,"JC"
"912","085902_1423_S226_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4e-05,0.99996,0.999778,0.000222,2.5e-05,0.833257,0.166718,1.6e-05,0.114004,0.885964,1.6e-05,0.426175,0.573788,1.2e-05,1.2e-05,1.2e-05,"JC"
"913","085903_1424_S227_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.3e-05,0.999957,0.999508,0.000492,2.5e-05,0.820219,0.179755,0.205772,0.133993,0.660219,1.6e-05,0.54552,0.454443,1.2e-05,1.2e-05,1.2e-05,"JC"
"914","085905_1426_S229_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.7e-05,0.999963,0.999726,0.000274,2.5e-05,0.681664,0.318311,0.302582,0.259156,0.438245,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"915","085906_1427_S230_","JC",4.94612,"1; 0.969; 0.999; 1; 0.978","BC6JC",0.05324,"0; 0.031; 0.001; 0; 0.021","JC",5,5,TRUE,0.000173,0.999827,0.962258,0.037742,0.085286,0.914689,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.810732,1.2e-05,1.2e-05,0.189231,"JC"
"916","085907_1428_S231_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,9.4e-05,0.999906,0.985503,0.014497,2.5e-05,0.999949,2.5e-05,0.099515,1.6e-05,0.900452,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"917","085908_1429_S232_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.3e-05,0.999967,0.931297,0.068703,0.149268,0.850707,2.5e-05,0.063186,1.6e-05,0.892123,0.044675,0.004463,0.892475,1.2e-05,1.2e-05,0.103037,"JC"
"918","085909_1430_S233_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.6e-05,0.999954,0.305786,0.694214,0.999949,2.5e-05,2.5e-05,0.17682,1.6e-05,1.6e-05,0.823148,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"919","085910_1431_S234_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.971252,0.028748,0.080499,0.919475,2.5e-05,0.056263,1.6e-05,0.940626,0.003095,1.2e-05,0.694126,1.2e-05,1.2e-05,0.305837,"JC"
"920","085911_1432_S235_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.5e-05,0.999965,0.484554,0.515446,0.999949,2.6e-05,2.6e-05,0.357613,1.6e-05,1.6e-05,0.642355,1.2e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,"JC"
"921","085912_1433_S236_","F2xBCJC",5,"1; 1; 1; 1; 1","JC",0,"0; 0; 0; 0; 0","F2xBCJC",5,5,TRUE,0.280367,0.719633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"922","085913_1434_S237_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,7e-05,0.99993,0.999851,0.000149,2.5e-05,0.80822,0.191755,0.805418,0.194549,1.6e-05,1.6e-05,0.334211,1.2e-05,1.2e-05,1.2e-05,0.665752,"JC"
"923","085914_1435_S238_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.3e-05,0.999957,0.999843,0.000157,2.5e-05,0.582173,0.417802,0.084778,0.337978,0.577227,1.6e-05,0.83511,1.2e-05,1.2e-05,1.2e-05,0.164854,"JC"
"924","085915_1436_S239_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.99982,0.00018,2.5e-05,0.753154,0.24682,0.122809,0.196642,0.680533,1.6e-05,0.669862,1.2e-05,1.2e-05,1.2e-05,0.330101,"JC"
"925","085916_1437_S240_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,0.000312,0.999688,0.999566,0.000434,2.5e-05,0.999949,2.6e-05,0.763259,0.236708,1.6e-05,1.6e-05,0.801344,0.198619,1.2e-05,1.2e-05,1.2e-05,"JC"
"926","085917_1438_S241_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.99984,0.00016,2.5e-05,0.593823,0.406151,1.6e-05,0.322552,0.677416,1.6e-05,0.826408,0.138031,1.2e-05,1.2e-05,0.035537,"JC"
"927","085918_1439_S242_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.999793,0.000207,2.5e-05,0.971405,0.028569,1.6e-05,0.015156,0.984811,1.6e-05,0.332041,1.2e-05,1.2e-05,1.2e-05,0.667922,"JC"
"928","085919_1440_S243_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.988876,0.011124,0.002748,0.997226,2.5e-05,0.027357,1.6e-05,0.97261,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"929","085920_1441_S244_","F2xBCJC",3.50768,"0.508; 1; 1; 0; 1","BCJCxBC3JC",1.24429,"0.349; 0; 0; 0.895; 0","F2xBCJC",3,4,TRUE,0.201052,0.798948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2xBCJC"
"930","085921_1442_S245_","JC",4.31145,"0.529; 0.987; 0.996; 0.799; 1","BC6JC",0.54598,"0.465; 0.013; 0.004; 0.064; 0","JC",4,4,TRUE,0.004927,0.995073,0.425609,0.574391,0.867116,0.015463,0.117422,0.26779,0.078806,1.6e-05,0.653387,1.2e-05,1.2e-05,0.769194,1.2e-05,0.230769,"JC"
"931","085922_1443_S246_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.9e-05,0.999961,0.972485,0.027515,0.07529,0.924684,2.5e-05,0.303397,1.6e-05,0.696571,1.6e-05,1.2e-05,0.491269,1.2e-05,1.2e-05,0.508694,"JC"
"932","085923_1444_S247_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.8e-05,0.999962,0.99887,0.00113,0.032106,0.967869,2.5e-05,0.217153,1.6e-05,0.782815,1.6e-05,1.2e-05,0.256728,0.065651,1.2e-05,0.677597,"JC"
"933","085924_1445_S248_","BCJCxBCJA",2.99071,"0; 0.996; 0.998; 0.997; 0","F1",2.00918,"1; 0.004; 0.002; 0.003; 1","BCJCxBCJA",3,5,TRUE,0.480068,0.519932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCJCxBCJA"
"934","085925_1446_S249_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,0.000194,0.999806,0.983161,0.016839,0.309016,2.6e-05,0.690958,0.194391,0.193333,0.61226,1.6e-05,0.65628,0.310335,0.03336,1.2e-05,1.2e-05,"JC"
"935","085926_1447_S250_","JC",3.57134,"0.783; 0.977; 0.341; 0.604; 0.867","BC6JC",1.12546,"0.215; 0.023; 0.657; 0.105; 0.126","JC",3,3,TRUE,0.002733,0.997267,0.930109,0.069891,2.5e-05,0.611317,0.388658,0.32528,0.276823,0.397881,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"JC"
"936","085927_1448_S251_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,0.000338,0.999662,0.999772,0.000228,2.5e-05,0.837548,0.162427,0.805708,0.19426,1.6e-05,1.6e-05,0.317122,1.2e-05,1.2e-05,1.2e-05,0.682841,"JC"
"937","085928_1449_S252_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999796,0.000204,0.002993,0.64228,0.354727,0.006607,0.268265,0.725112,1.6e-05,0.76063,0.224695,0.01465,1.2e-05,1.2e-05,"JC"
"938","085930_1451_S254_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.999836,0.000164,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"JC"
"939","085931_1452_S255_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.672961,0.327039,0.498036,0.501939,2.5e-05,1.6e-05,1.6e-05,0.653296,0.346671,1.2e-05,1.2e-05,0.544186,1.2e-05,0.455777,"JC"
"940","085932_1453_S256_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.6e-05,0.999964,0.941022,0.058978,0.092864,0.907111,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.117978,1.2e-05,0.881986,"JC"
"941","085933_1454_S257_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,7e-05,0.99993,0.965704,0.034296,0.099254,0.90072,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.702791,0.061417,1.2e-05,0.235767,"JC"
"942","085934_1455_S258_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,4.2e-05,0.999958,0.975464,0.024536,0.076655,0.923319,2.5e-05,0.004254,1.6e-05,0.995714,1.6e-05,1.2e-05,0.860784,0.046199,1.2e-05,0.092992,"JC"
"943","085935_1456_S259_","JC",4.99823,"1; 1; 0.999; 1; 1","BC6JC",0.00175,"0; 0; 0.001; 0; 0","JC",5,5,TRUE,3.4e-05,0.999966,0.478212,0.521788,0.778577,0.221398,2.5e-05,1.6e-05,0.012121,0.409556,0.578307,1.2e-05,1.2e-05,0.784667,1.2e-05,0.215296,"JC"
