"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"2438","095289_237-11-40_S156_","NewHyb_BC2JCxBC3JC",2.42407,"0.055; 0.649; 0.813; 0.907","NewHyb_BC2JC",1.41264,"0.927; 0.347; 0.071; 0.068","NewHyb_BC2JCxBC3JC",2,3,TRUE,0.096454,0.903546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2439","095290_237-11-42_S157_","NewHyb_FxJC",2.19281,"0.701; 0.261; 0.517; 0.713","NewHyb_BC4JC",0.79781,"0.041; 0.699; 0; 0.058",NA,NA,0,NA,0.056463,0.943537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440","095291_237-11-43_S158_","NewHyb_BC2JC",2.08215,"0.949; 0.985; 0.078; 0.069","NewHyb_BC2JCxBC3JC",1.69505,"0.024; 0.014; 0.741; 0.916","NewHyb_BC2JC",2,3,TRUE,0.106571,0.893429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2441","095292_237-11-44_S159_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999878,0.000122,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2442","095293_237-11-45_S160_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99986,0.00014,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2443","095294_237-11-46_S161_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999866,0.000134,2.5e-05,0.571844,0.428131,0.715032,0.284936,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2444","095295_237-11-47_S162_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999832,0.000168,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2445","095296_237-11-48_S163_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.999731,0.000269,2.5e-05,0.794403,0.205572,1.6e-05,0.136242,0.863725,1.6e-05,0.642822,1.2e-05,0.072939,1.2e-05,0.284214,"NewHyb_JC"
"2446","095297_237-11-49_S164_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999834,0.000166,2.5e-05,0.694333,0.305642,1.6e-05,0.200198,0.79977,1.6e-05,0.690195,0.309768,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2447","095298_237-11-50_S165_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999803,0.000197,2.5e-05,0.802478,0.197496,1.6e-05,0.128299,0.871668,1.6e-05,0.639415,1.2e-05,0.059906,1.2e-05,0.300654,"NewHyb_JC"
"2448","095299_237-11-51_S166_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999859,0.000141,2.5e-05,0.888625,0.11135,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2449","095300_237-11-52_S167_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,8.2e-05,0.999918,"JC",0.981003,0.018997,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2450","095301_237-11-53_S168_","NewHyb_JC",3.03122,"0.973; 1; 0.822; 0.236","NewHyb_BC6JC",0.96534,"0.026; 0; 0.177; 0.763","NewHyb_JC",3,4,TRUE,0.002324,0.997676,NA,0.941644,0.058356,2.5e-05,2.5e-05,0.999949,0.15089,0.849078,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2451","095302_237-11-54_S169_","NewHyb_BC2JCxBC3JC",3.01859,"0.779; 0.696; 0.677; 0.867","NewHyb_BC2JC",0.77752,"0.035; 0.3; 0.315; 0.128","NewHyb_BC2JCxBC3JC",2,2,TRUE,0.104926,0.895074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2452","095303_237-11-55_S170_","NewHyb_JC",3.92476,"1; 0.933; 1; 0.992","NewHyb_BC6JC",0.07499,"0; 0.066; 0; 0.008","NewHyb_JC",4,4,TRUE,0.001756,0.998244,NA,0.963079,0.036921,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2453","095304_237-11-56_S171_","NewHyb_FxJC",2.06639,"0.573; 0.79; 0.183; 0.52","NewHyb_BC3JC",0.88439,"0.163; 0.151; 0.153; 0.417","NewHyb_FxJC",1,1,TRUE,0.071294,0.928706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2454","095305_237-11-57_S172_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.5e-05,0.999955,"JC",0.999683,0.000317,2.5e-05,0.999906,6.9e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2455","095306_237-11-58_S173_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999808,0.000192,2.5e-05,0.943607,0.056367,1.6e-05,1.6e-05,0.999952,1.6e-05,0.060449,0.910033,1.2e-05,1.2e-05,0.029493,"NewHyb_JC"
"2456","095307_237-11-59_S174_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999832,0.000168,2.5e-05,0.999148,0.000826,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2457","095308_237-11-60_S175_","NewHyb_BCJCxBCJC",2.02281,"0.999; 1; 0.022; 0.001","NewHyb_F2",1.97719,"0.001; 0; 0.978; 0.999","NewHyb_BCJCxBCJC",2,4,TRUE,0.348436,0.651564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2458","095309_Chckethe-originmap_S176_","NewHyb_BCJCxBCJC",4,"1; 1; 1; 1","NewHyb_JC",0,"0; 0; 0; 0","NewHyb_BCJCxBCJC",4,4,TRUE,0.335923,0.664077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBCJC"
"2459","095310_EMPTY_S177_","NewHyb_BC2JC",2.47326,"0.068; 0.578; 0.906; 0.921","NewHyb_BCJCxBC3JC",1.44552,"0.854; 0.419; 0.094; 0.078","NewHyb_BC2JC",2,3,TRUE,0.133648,0.866352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2460","095311_Graft-8-32_S178_","NewHyb_BCJCxBC2JC",2.78931,"0.53; 0.846; 0.899; 0.514","NewHyb_BCJCxBCJC",0.97781,"0.367; 0.101; 0.026; 0.484","NewHyb_BCJCxBC2JC",2,2,TRUE,0.176783,0.823217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2461","095312_Graft-7-31_S179_","NewHyb_BCJC",1.99125,"0.99; 0.001; 1; 0","NewHyb_BCJCxBCJC",1.20178,"0; 0.545; 0; 0.657","NewHyb_BCJC",2,2,TRUE,0.214565,0.785435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2462","095313_Graft-5-28_S180_","NewHyb_BCJCxBC3JC",2.89036,"0.257; 0.911; 0.804; 0.918","NewHyb_BC2JC",0.92391,"0.739; 0.001; 0.179; 0.004","NewHyb_BCJCxBC3JC",3,3,TRUE,0.149658,0.850342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2463","095314_Graft-2-32_S181_","NewHyb_F2",3.00037,"0; 1; 1; 1","NewHyb_BCJCxBCJC",0.99963,"1; 0; 0; 0","NewHyb_F2",3,4,TRUE,0.390237,0.609763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_F2"
"2464","095315_50-1-59_S182_","NewHyb_BC2JC",2.07178,"0.031; 0.954; 0.126; 0.96","NewHyb_BCJCxBC3JC",1.80386,"0.857; 0.046; 0.862; 0.04","NewHyb_BCJCxBC3JC",2,4,FALSE,0.151109,0.848891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2465","095317_50-3-61_S184_","NewHyb_BCJCxBC3JC",2.51258,"0.057; 0.744; 0.826; 0.885","NewHyb_BCJC",0.91798,"0.918; 0; 0; 0","NewHyb_BCJCxBC3JC",2,3,TRUE,0.170405,0.829595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2466","095318_50-3-62_S185_","NewHyb_BCJCxBC2JC",1.93886,"0.077; 0.722; 0.409; 0.73","NewHyb_BCJCxBC3JC",1.64921,"0.529; 0.272; 0.585; 0.263",NA,NA,0,NA,0.170734,0.829266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467","095319_50-3-64_S186_","NewHyb_BC2JC",2.65397,"0.855; 0.53; 0.686; 0.583","NewHyb_BC2JCxBC3JC",1.17396,"0; 0.465; 0.295; 0.414","NewHyb_BC2JC",1,1,TRUE,0.11139,0.88861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2468","095320_Ger-23-86_S187_","NewHyb_BC2JCxBC3JC",3.84842,"0.889; 0.984; 0.992; 0.984","NewHyb_FxJC",0.07065,"0.035; 0.012; 0.007; 0.016","NewHyb_BC2JCxBC3JC",4,4,TRUE,0.09452,0.90548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JCxBC3JC"
"2469","095321_Ger-23-76_S188_","NewHyb_BCJCxBC3JC",3.89105,"0.968; 0.969; 0.968; 0.986","NewHyb_BCJCxBC2JC",0.08461,"0.01; 0.029; 0.032; 0.014","NewHyb_BCJCxBC3JC",4,4,TRUE,0.130063,0.869937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2470","095322_Ger-23-70_S189_","NewHyb_BCJCxBC3JC",3.85484,"0.963; 0.924; 0.978; 0.99","NewHyb_BC2JC",0.07263,"0; 0.072; 0.001; 0","NewHyb_BCJCxBC3JC",4,4,TRUE,0.138637,0.861363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2471","095323_Ger-23-66_S190_","NewHyb_BC2JCxBC3JC",2.64331,"0.101; 0.847; 0.786; 0.909","NewHyb_FxJC",1.34142,"0.884; 0.153; 0.214; 0.091","NewHyb_BC2JCxBC3JC",3,4,TRUE,0.06692,0.93308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JCxBC3JC"
"2472","095324_Ger-23-66_S191_","NewHyb_FxJC",3.03126,"0.908; 0.805; 0.745; 0.573","NewHyb_BC3JC",0.63852,"0.008; 0; 0.234; 0.396","NewHyb_FxJC",2,2,TRUE,0.054134,0.945866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2473","095325_Ger-23-58_S192_","NewHyb_BC4JC",3.1154,"0.52; 0.626; 0.972; 0.998","NewHyb_FxJC",0.45353,"0.056; 0.372; 0.024; 0.001","NewHyb_BC4JC",2,2,TRUE,0.031934,0.968066,NA,0.503327,0.496673,2.5e-05,2.5e-05,0.999949,1.6e-05,0.422263,1.6e-05,0.577705,0.469359,1.2e-05,1.2e-05,0.530604,1.2e-05,"complexBC_JC"
"2474","095326_Ger-23-49_S193_","NewHyb_FxJC",2.69891,"0.909; 0.706; 0.465; 0.619","NewHyb_BC2JCxBC3JC",0.9762,"0.057; 0.287; 0.535; 0.097","NewHyb_FxJC",1,1,TRUE,0.063587,0.936413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2475","095327_55-2011-1-4_S194_","NewHyb_BCJC",2.40823,"1; 0.408; 1; 0","NewHyb_BC2JAxBC3JC",1.59177,"0; 0.592; 0; 1","NewHyb_BCJC",2,3,TRUE,0.344537,0.655463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2476","095328_55-2011-1-6_S195_","NewHyb_BC2JAxBC3JC",3.99997,"1; 1; 1; 1","NewHyb_F2",3e-05,"0; 0; 0; 0","NewHyb_BC2JAxBC3JC",4,4,TRUE,0.409243,0.590757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JAxBC3JC"
"2477","095329_55-2011-1-8_S196_","NewHyb_BCJC",3.9999,"1; 1; 1; 1","NewHyb_BCJCxBCJC",1e-04,"0; 0; 0; 0","NewHyb_BCJC",4,4,TRUE,0.296242,0.703758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJC"
"2478","095330_55-2011-2-3_S197_","NewHyb_BCJC",4,"1; 1; 1; 1","NewHyb_JC",0,"0; 0; 0; 0","NewHyb_BCJC",4,4,TRUE,0.291881,0.708119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJC"
"2479","095331_55-2011-2-7_S198_","NewHyb_BCJCxBCJC",2.03987,"0.995; 0.057; 0; 0.988","NewHyb_BCJC",1.93423,"0; 0.923; 1; 0.011","NewHyb_BCJCxBCJC",2,4,TRUE,0.231513,0.768487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2480","095332_55-2011-2-9_S199_","NewHyb_BCJCxBCJC",4,"1; 1; 1; 1","NewHyb_JC",0,"0; 0; 0; 0","NewHyb_BCJCxBCJC",4,4,TRUE,0.288431,0.711569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBCJC"
"2481","095333_55-2011-2-11_S200_","NewHyb_BCJCxBC3JC",2.10726,"0.163; 0.075; 0.882; 0.987","NewHyb_BC2JC",1.87369,"0.835; 0.925; 0.114; 0","NewHyb_BC2JC",2,4,FALSE,0.14102,0.85898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2482","095334_55-2013-2-13_S201_","NewHyb_BC2JCxBC3JC",3.24238,"0.87; 0.668; 0.949; 0.755","NewHyb_FxJC",0.66433,"0.125; 0.332; 0.008; 0.199","NewHyb_BC2JCxBC3JC",3,3,TRUE,0.079434,0.920566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JCxBC3JC"
"2483","095335_55-2013-2-17_S202_","NewHyb_BC2JC",2.67454,"0.876; 0.797; 0.03; 0.971","NewHyb_BCJCxBC3JC",1.29612,"0.123; 0.191; 0.965; 0.017","NewHyb_BC2JC",3,4,TRUE,0.121513,0.878487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JC"
"2484","095336_55-2011-3-8_S203_","NewHyb_BC2JCxBC3JC",3.03612,"0.356; 0.95; 0.992; 0.738","NewHyb_BC2JC",0.93169,"0.624; 0.045; 0.004; 0.259","NewHyb_BC2JCxBC3JC",2,2,TRUE,0.085638,0.914362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2485","095337_55-2011-3-10_S204_","NewHyb_BC2JCxBC3JC",3.11796,"0.326; 0.995; 0.969; 0.828","NewHyb_BCJCxBC3JC",0.66324,"0.645; 0; 0.018; 0","NewHyb_BC2JCxBC3JC",3,3,TRUE,0.106243,0.893757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JCxBC3JC"
"2486","095338_55-2013-3-12_S205_","NewHyb_BCJCxBC3JC",3.27462,"0.866; 0.602; 0.902; 0.904","NewHyb_BC2JC",0.70259,"0.121; 0.395; 0.094; 0.092","NewHyb_BCJCxBC3JC",3,3,TRUE,0.129498,0.870502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2487","095339_55-2013-3-18_S206_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999779,0.000221,2.5e-05,0.999949,2.5e-05,0.274365,1.6e-05,0.725602,1.6e-05,0.213016,0.786947,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2488","095340_55-2011-4-7_S207_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999839,0.000161,2.5e-05,0.575678,0.424296,1.6e-05,0.38522,0.614748,1.6e-05,0.937266,0.062698,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2489","095341_55-2011-4-9_S208_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999835,0.000165,2.5e-05,0.840661,0.159313,1.6e-05,1.6e-05,0.999952,1.6e-05,0.568106,1.2e-05,1.2e-05,1.2e-05,0.431858,"NewHyb_JC"
"2490","095342_55-2013-4-13_S209_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999731,0.000269,0.00306,0.912655,0.084286,1.6e-05,1.6e-05,0.999952,1.6e-05,0.201204,0.754604,1.2e-05,1.2e-05,0.044168,"NewHyb_JC"
"2491","095343_55-2013-4-15_S210_","NewHyb_F2",4,"1; 1; 1; 1","NewHyb_JC",0,"0; 0; 0; 0","NewHyb_F2",4,4,TRUE,0.543662,0.456338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_F2"
"2492","095344_55-2013-4-17_S211_","NewHyb_BC2JCxBC3JC",1.66483,"0.965; 0; 0.007; 0.693","NewHyb_BCJCxBC3JC",1.15982,"0.011; 0.004; 0.987; 0.158","NewHyb_BC2JCxBC3JC",1,3,TRUE,0.122986,0.877014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2493","095345_55-2011-5-8_S212_","NewHyb_BCJCxBC3JC",3.83826,"0.964; 0.976; 0.91; 0.989","NewHyb_BCJCxBC2JC",0.14091,"0.026; 0.015; 0.089; 0.011","NewHyb_BCJCxBC3JC",4,4,TRUE,0.137459,0.862541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2494","095346_55-2011-5-10_S213_","NewHyb_BCJC",3.99992,"1; 1; 1; 1","NewHyb_BCJCxBCJC",6e-05,"0; 0; 0; 0","NewHyb_BCJC",4,4,TRUE,0.23425,0.76575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJC"
"2495","095347_55-2013-5-12_S214_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999835,0.000165,2.5e-05,0.999949,2.5e-05,0.929537,0.070431,1.6e-05,1.6e-05,0.132043,1.2e-05,1.2e-05,1.2e-05,0.867921,"NewHyb_JC"
"2496","095348_55-2013-5-14_S215_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999837,0.000163,2.5e-05,0.999949,2.5e-05,0.979691,0.020276,1.6e-05,1.6e-05,0.063247,1.2e-05,1.2e-05,1.2e-05,0.936716,"NewHyb_JC"
"2497","095349_55-2013-5-16_S216_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.5e-05,0.999955,"JC",0.999817,0.000183,2.5e-05,0.983413,0.016561,0.897016,0.102952,1.6e-05,1.6e-05,0.17262,1.2e-05,1.2e-05,1.2e-05,0.827343,"NewHyb_JC"
"2498","095350_55-2013-5-18_S217_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.995323,0.004677,2.5e-05,0.974158,0.025817,0.778498,0.05065,0.170837,1.6e-05,0.197509,1.2e-05,1.2e-05,1.2e-05,0.802454,"NewHyb_JC"
"2499","095351_55-2011-6-7_S218_","NewHyb_BCJC",1.73101,"0.67; 0.001; 0.063; 0.998","NewHyb_BCJCxBC2JC",1.61292,"0.149; 0.784; 0.678; 0.002","NewHyb_BCJCxBC2JC",1,2,FALSE,0.197813,0.802187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2500","095352_55-2011-6-9_S219_","NewHyb_BCJC",3.05838,"0.542; 0.517; 1; 0.999","NewHyb_BCJCxBCJC",0.70116,"0.383; 0.318; 0; 0.001","NewHyb_BCJC",2,2,TRUE,0.213594,0.786406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2501","095353_55-2011-6-11_S220_","NewHyb_BCJCxBC3JC",3.37974,"0.638; 0.952; 0.877; 0.913","NewHyb_BCJCxBC2JC",0.33706,"0.08; 0.047; 0.123; 0.087","NewHyb_BCJCxBC3JC",3,3,TRUE,0.148874,0.851126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBC3JC"
"2502","095354_55-2013-6-13_S221_","NewHyb_BCJCxBC2JC",1.80309,"0.187; 0.203; 0.712; 0.701","NewHyb_BCJC",1.33062,"0.564; 0.758; 0.001; 0.008","NewHyb_BCJC",1,1,FALSE,0.199505,0.800495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"2503","095355_55-2013-6-15_S222_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999815,0.000185,2.5e-05,0.840229,0.159745,1.6e-05,0.121023,0.878945,1.6e-05,1.2e-05,1.2e-05,0.134488,1.2e-05,0.865475,"NewHyb_JC"
"2504","095356_55-2013-6-17_S223_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.3e-05,0.999967,"JC",0.999854,0.000146,2.5e-05,0.999949,2.5e-05,0.935826,0.064141,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"2505","095357_55-2011-7-8_S224_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.8e-05,0.999952,"JC",0.999835,0.000165,2.5e-05,0.957065,0.042909,0.794282,0.130769,0.074933,1.6e-05,1.2e-05,0.05188,1.2e-05,1.2e-05,0.948083,"NewHyb_JC"
"2506","095358_55-2011-7-10_S225_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999827,0.000173,2.5e-05,0.888191,0.111784,0.249394,0.090751,0.659839,1.6e-05,0.434744,1.2e-05,1.2e-05,1.2e-05,0.565219,"NewHyb_JC"
"2507","095359_55-2013-7-12_S226_","NewHyb_JC",3.99013,"1; 0.999; 0.995; 0.997","NewHyb_BC6JC",0.00986,"0; 0.001; 0.005; 0.003","NewHyb_JC",4,4,TRUE,0.000979,0.999021,NA,0.999788,0.000212,2.5e-05,2.5e-05,0.999949,1.6e-05,0.999952,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"2508","095361_55-2013-7-16_S228_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4e-05,0.99996,"JC",0.999796,0.000204,2.5e-05,0.008593,0.991382,0.269813,0.730155,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
