"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"1570","091198_455_S337_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999766,0.000234,2.5e-05,0.971836,0.028139,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.950142,1.2e-05,1.2e-05,0.049821,"NewHyb_JC"
"1571","091199_456_S338_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999815,0.000185,2.5e-05,0.916902,0.083073,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1572","091200_457_S339_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999806,0.000194,2.5e-05,0.985686,0.014289,0.014392,1.6e-05,0.985576,1.6e-05,1.2e-05,0.914977,1.2e-05,1.2e-05,0.084986,"NewHyb_JC"
"1573","091201_458_S340_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999801,0.000199,2.5e-05,0.983107,0.016868,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.90786,1.2e-05,1.2e-05,0.092103,"NewHyb_JC"
"1574","091202_459_S341_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999775,0.000225,2.5e-05,0.999949,2.5e-05,0.041603,1.6e-05,0.958364,1.6e-05,1.2e-05,0.829536,1.2e-05,1.2e-05,0.170427,"NewHyb_JC"
"1575","091203_460_S342_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999861,0.000139,2.5e-05,0.887454,0.112521,1.6e-05,0.05521,0.944758,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1576","091204_461_S343_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.2e-05,0.999958,"JC",0.983498,0.016502,2.5e-05,0.999949,2.5e-05,0.238952,1.6e-05,0.761016,1.6e-05,0.7919,1.2e-05,0.208063,1.2e-05,1.2e-05,"NewHyb_JC"
"1577","091205_462_S344_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999853,0.000147,2.5e-05,0.949242,0.050732,0.049967,1.6e-05,0.95,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1578","091207_464_S346_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999827,0.000173,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1579","091208_465_S347_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.4e-05,0.999956,"JC",0.999785,0.000215,2.5e-05,0.999949,2.5e-05,0.008796,1.6e-05,0.991172,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1580","091209_466_S348_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.5e-05,0.999955,"JC",0.999702,0.000298,2.5e-05,0.972814,0.027161,1.6e-05,1.6e-05,0.999952,1.6e-05,0.340992,1.2e-05,0.068921,1.2e-05,0.590062,"NewHyb_JC"
"1581","091210_467_S349_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999801,0.000199,2.5e-05,0.999949,2.5e-05,0.041153,1.6e-05,0.958814,1.6e-05,1.2e-05,0.905783,1.2e-05,1.2e-05,0.094181,"NewHyb_JC"
"1582","091211_468_S350_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999818,0.000182,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.889552,1.2e-05,1.2e-05,0.110411,"NewHyb_JC"
"1583","091212_469_S351_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999827,0.000173,2.5e-05,0.983162,0.016812,1.6e-05,1.6e-05,0.999952,1.6e-05,0.052603,0.849683,1.2e-05,1.2e-05,0.097689,"NewHyb_JC"
"1584","091213_470_S352_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999817,0.000183,2.5e-05,0.971163,0.028811,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1585","091214_471_S353_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.1e-05,0.999959,"JC",0.999813,0.000187,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.092038,0.907925,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1586","091215_472_S354_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99973,0.00027,2.5e-05,0.999949,2.5e-05,0.230968,1.6e-05,0.768999,1.6e-05,1.2e-05,1.2e-05,0.101637,1.2e-05,0.898326,"NewHyb_JC"
"1587","091216_473_S355_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999846,0.000154,2.5e-05,0.999949,2.5e-05,0.580528,1.6e-05,0.41944,1.6e-05,1.2e-05,0.03218,1.2e-05,1.2e-05,0.967783,"NewHyb_JC"
"1588","091217_474_S356_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999706,0.000294,0.005865,0.99411,2.5e-05,0.058036,1.6e-05,0.941932,1.6e-05,1.2e-05,0.787701,1.2e-05,1.2e-05,0.212262,"NewHyb_JC"
"1589","091218_475_S357_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999791,0.000209,2.5e-05,0.999949,2.5e-05,0.188205,1.6e-05,0.811763,1.6e-05,0.285881,1.2e-05,0.050343,1.2e-05,0.663751,"NewHyb_JC"
"1590","091219_476_S358_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999785,0.000215,2.5e-05,0.92651,0.073465,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.948033,1.2e-05,1.2e-05,0.05193,"NewHyb_JC"
"1591","091220_477_S359_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999854,0.000146,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"1592","091221_478_S360_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999776,0.000224,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1593","091222_350_S361_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,5.8e-05,0.999942,"JC",0.999742,0.000258,2.5e-05,0.088241,0.911734,1.6e-05,0.744084,0.255884,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1594","091224_344_S363_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999807,0.000193,2.5e-05,0.740422,0.259553,0.253823,0.216288,0.529873,1.6e-05,0.708925,0.291038,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1595","091226_353_S365_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999863,0.000137,2.5e-05,0.723936,0.276039,0.327897,0.234904,0.437183,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1596","091227_347_S366_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99979,0.00021,2.5e-05,0.733205,0.26677,1.6e-05,0.178293,0.821674,1.6e-05,0.580855,0.395018,1.2e-05,1.2e-05,0.024102,"NewHyb_JC"
"1597","091228_123_S367_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999862,0.000138,2.5e-05,0.614782,0.385192,1.6e-05,0.311977,0.687991,1.6e-05,0.771993,1.2e-05,1.2e-05,1.2e-05,0.22797,"NewHyb_JC"
"1598","091229_345_S368_","NewHyb_JC",3.95885,"0.974; 0.993; 1; 0.992","NewHyb_BC6JC",0.04029,"0.025; 0.007; 0; 0.008","NewHyb_JC",4,4,TRUE,0.000176,0.999824,NA,0.999325,0.000675,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,0.03096,1.2e-05,1.2e-05,1.2e-05,0.969003,"NewHyb_JC"
"1599","091230_126_S369_","NewHyb_JC",1.89306,"0; 0.295; 0.913; 0.685","NewHyb_BC6JC",1.18092,"0.082; 0.698; 0.087; 0.314","NewHyb_JC",1,1,TRUE,0.008157,0.991843,NA,0.77153,0.22847,0.143789,0.373654,0.482557,0.631884,0.245672,1.6e-05,0.122428,0.816494,0.18347,1.2e-05,1.2e-05,1.2e-05,"complexBC_JC"
"1600","091232_354_S371_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999845,0.000155,2.5e-05,0.774975,0.225,0.415769,0.203068,0.381147,1.6e-05,0.567643,1.2e-05,1.2e-05,1.2e-05,0.43232,"NewHyb_JC"
"1601","091233_352_S372_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999768,0.000232,0.023039,0.629367,0.347594,0.121438,0.281483,0.597063,1.6e-05,0.745104,1.2e-05,0.06106,1.2e-05,0.193812,"NewHyb_JC"
"1602","091234_355_S373_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.99981,0.00019,2.5e-05,0.613706,0.386269,1.6e-05,0.276022,0.723946,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1603","091235_125_S374_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999831,0.000169,2.5e-05,0.750363,0.249611,1.6e-05,0.18859,0.811378,1.6e-05,0.601959,0.398004,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1604","091236_124_S375_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999868,0.000132,2.5e-05,0.999949,2.5e-05,0.870622,0.129346,1.6e-05,1.6e-05,0.212422,1.2e-05,1.2e-05,1.2e-05,0.787541,"NewHyb_JC"
"1605","091237_348_S376_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999875,0.000125,2.5e-05,0.999949,2.5e-05,0.906992,0.091709,0.001283,1.6e-05,0.099195,1.2e-05,1.2e-05,1.2e-05,0.900768,"NewHyb_JC"
"1606","091238_122_S377_","NewHyb_JC",3.99591,"1; 0.999; 1; 0.997","NewHyb_BC6JC",0.00406,"0; 0.001; 0; 0.003","NewHyb_JC",4,4,TRUE,0.000471,0.999529,NA,0.982728,0.017272,0.021346,0.634078,0.344576,1.6e-05,0.288944,0.711024,1.6e-05,0.707103,1.2e-05,1.2e-05,1.2e-05,0.29286,"NewHyb_JC"
"1607","091239_343_S378_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.3e-05,0.999957,"JC",0.999823,0.000177,2.5e-05,0.640413,0.359561,0.628633,0.371334,1.6e-05,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1608","091240_357_S379_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999665,0.000335,0.039386,0.587368,0.373246,1.6e-05,0.277005,0.722963,1.6e-05,0.792756,1.2e-05,0.059935,1.2e-05,0.147285,"NewHyb_JC"
"1609","091241_346_S380_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999819,0.000181,2.5e-05,0.713915,0.286059,0.207376,0.228161,0.564447,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1610","091243_120_S382_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999761,0.000239,2.5e-05,0.516693,0.483282,1.6e-05,0.388927,0.611041,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1611","091244_724_S383_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999813,0.000187,2.5e-05,0.716307,0.283668,1.6e-05,0.218521,0.781447,1.6e-05,0.627974,0.371989,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1612","091245_725_S384_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999839,0.000161,2.5e-05,0.703186,0.296788,1.6e-05,0.218949,0.781019,1.6e-05,0.638521,0.361443,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1613","091915_1487_S2_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999851,0.000149,0.189983,2.6e-05,0.809992,1.6e-05,0.329793,0.670175,1.6e-05,0.907836,1.2e-05,1.2e-05,1.2e-05,0.092127,"NewHyb_JC"
"1614","091916_1488_S3_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.3e-05,0.999967,"JC",0.999829,0.000171,2.5e-05,0.65983,0.340145,1.6e-05,0.235983,0.763985,1.6e-05,0.844999,1.2e-05,1.2e-05,1.2e-05,0.154964,"NewHyb_JC"
"1615","091917_1489_S4_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,0.001173,0.998827,NA,0.999682,0.000318,2.5e-05,0.999949,2.5e-05,0.874649,0.125319,1.6e-05,1.6e-05,0.13947,1.2e-05,1.2e-05,1.2e-05,0.860493,"NewHyb_JC"
"1616","091918_1490_S5_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.4e-05,0.999956,"JC",0.999754,0.000246,0.002467,0.832429,0.165104,1.6e-05,0.088066,0.911901,1.6e-05,0.410789,0.589174,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1617","091919_1491_S6_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999839,0.000161,2.5e-05,0.765072,0.234903,0.01671,0.178656,0.804617,1.6e-05,0.639118,0.360845,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1618","091920_1492_S7_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99982,0.00018,2.5e-05,0.605652,0.394323,0.069614,0.308627,0.621743,1.6e-05,0.872836,1.2e-05,1.2e-05,1.2e-05,0.127127,"NewHyb_JC"
"1619","091921_1493_S8_","NewHyb_BC6JC",2.90115,"0.095; 0.934; 0.929; 0.942","NewHyb_JC",0.89863,"0.899; 0; 0; 0","NewHyb_BC6JC",3,4,TRUE,0.010591,0.989409,NA,0.718407,0.281593,0.281375,0.118704,0.599921,0.267992,0.34075,0.142174,0.249084,0.748652,1.2e-05,1.2e-05,0.251311,1.2e-05,"NewHyb_BC6JC"
"1620","091922_1494_S9_","NewHyb_BC2JC",3.94689,"0.965; 0.995; 0.995; 0.992","NewHyb_BCJCxBC3JC",0.02888,"0.013; 0.004; 0.004; 0.008","NewHyb_BC2JC",4,4,TRUE,0.100221,0.899779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BC2JC"
"1621","091923_1495_S10_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.9e-05,0.999961,"JC",0.999822,0.000178,2.5e-05,0.679771,0.320203,0.23776,0.26603,0.496194,1.6e-05,0.720441,0.279523,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1622","091924_1496_S11_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999825,0.000175,2.5e-05,0.520514,0.479461,1.6e-05,0.365685,0.634283,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1623","091926_1498_S13_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999833,0.000167,2.5e-05,0.734755,0.265219,1.6e-05,0.189304,0.810664,1.6e-05,0.709647,0.290316,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1624","091927_1499_S14_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.3e-05,0.999967,"JC",0.999829,0.000171,2.5e-05,0.803653,0.196322,1.6e-05,1.6e-05,0.999952,1.6e-05,0.583956,0.076382,1.2e-05,1.2e-05,0.339638,"NewHyb_JC"
"1625","091928_1500_S15_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999833,0.000167,2.5e-05,0.999949,2.6e-05,1.6e-05,0.210865,0.789102,1.6e-05,0.660132,0.339831,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1626","091929_1501_S16_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99306,0.00694,0.062754,0.713438,0.223808,1.6e-05,0.154846,0.845122,1.6e-05,0.663354,1.2e-05,1.2e-05,1.2e-05,0.336609,"NewHyb_JC"
"1627","091930_1502_S17_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999842,0.000158,2.5e-05,0.664255,0.33572,0.146288,0.262473,0.591223,1.6e-05,0.717272,0.282691,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1628","091931_1503_S18_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999834,0.000166,2.5e-05,0.569164,0.43081,1.6e-05,0.329943,0.670025,1.6e-05,0.972339,1.2e-05,0.027624,1.2e-05,1.2e-05,"NewHyb_JC"
"1629","091932_1504_S19_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999847,0.000153,2.5e-05,0.596055,0.403919,1.6e-05,0.326141,0.673827,1.6e-05,0.959067,1.2e-05,0.040896,1.2e-05,1.2e-05,"NewHyb_JC"
"1630","091933_1505_S20_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.4e-05,0.999956,"JC",0.99984,0.00016,2.5e-05,0.767827,0.232147,1.6e-05,0.174147,0.825821,1.6e-05,0.646502,0.353461,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1631","091934_1506_S21_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999736,0.000264,0.01146,0.82331,0.165231,0.054054,1.6e-05,0.945913,1.6e-05,0.508429,0.451634,0.039912,1.2e-05,1.2e-05,"NewHyb_JC"
"1632","091935_1507_S22_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99984,0.00016,2.5e-05,0.999949,2.5e-05,0.165518,1.6e-05,0.83445,1.6e-05,1.2e-05,0.583049,1.2e-05,1.2e-05,0.416914,"NewHyb_JC"
"1633","091936_1508_S23_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999811,0.000189,2.5e-05,0.710639,0.289336,0.07828,0.211544,0.71016,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1634","091937_1509_S24_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999847,0.000153,2.5e-05,0.887062,0.112913,0.457275,1.6e-05,0.542692,1.6e-05,0.401403,1.2e-05,1.2e-05,1.2e-05,0.59856,"NewHyb_JC"
"1635","091938_1510_S25_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999782,0.000218,0.005576,0.669749,0.324674,1.6e-05,0.24658,0.753388,1.6e-05,0.686523,0.31344,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1636","091939_1511_S26_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.7e-05,0.999953,"JC",0.999817,0.000183,2.5e-05,0.780049,0.219926,1.6e-05,0.149545,0.850423,1.6e-05,0.651769,1.2e-05,1.2e-05,1.2e-05,0.348194,"NewHyb_JC"
"1637","091941_1513_S28_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999861,0.000139,2.5e-05,0.999949,2.6e-05,0.649553,0.2043,0.146131,1.6e-05,0.420826,1.2e-05,1.2e-05,1.2e-05,0.579137,"NewHyb_JC"
"1638","091942_1514_S29_","NewHyb_JC",3.85008,"0.99; 0.861; 1; 0.999","NewHyb_BC6JC",0.14903,"0.01; 0.138; 0; 0.001","NewHyb_JC",4,4,TRUE,0.00085,0.99915,NA,0.984093,0.015907,2.5e-05,0.840975,0.159,0.900832,1.6e-05,0.099136,1.6e-05,0.096869,1.2e-05,1.2e-05,1.2e-05,0.903094,"NewHyb_JC"
