,index_number,LabID,JP_fastStruc_K2_JA,JP_fastStruc_K2_JC,Country,Description,latitude_dd,Longitude_dd,Canker,mapid,dbh_mm,Natural.Forest.Plantation,Situation,Sample.collection.Year,Resource
755,2508,101516_2508_S231_,0.209822,0.790178,USA,Bergdahl-180,44.330426,-73.242929,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
756,2509,101517_2509_S232_,3.60E-05,0.999964,USA,Bergdahl-181,44.330365,-73.242831,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
757,2510,101518_2510_S233_,3.70E-05,0.999963,USA,Bergdahl-182,44.330283,-73.242781,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
758,2511,101519_2511_S234_,5.90E-05,0.999941,USA,Bergdahl-183,44.330414,-73.243037,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
759,2512,101520_2512_S235_,3.80E-05,0.999962,USA,Bergdahl-184,44.330254,-73.243031,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
760,2513,101521_2513_S236_,3.40E-05,0.999966,USA,Bergdahl-185,44.329987,-73.24254,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
761,2515,101523_2515_S238_,0.000287,0.999713,USA,Bergdahl-188,44.330489,-73.243176,Y,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
762,2516,101524_2516_S239_,3.30E-05,0.999967,USA,Bergdahl-190,44.330577,-73.243294,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
763,2518,101526_2518_S241_,3.90E-05,0.999961,USA,Bergdahl-192,44.331,-73.243085,N,Bergdahl,NA,Natural Forest,Exact Location,2025,Leaves
764,109,079232_109_S237_,3.40E-05,0.999966,USA,Bergman-1,45.25,-90.63,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
765,366,079235_366_S240_,3.70E-05,0.999963,USA,Bergman-10,45.16,-90.68,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
766,368,079236_368_S241_,4.10E-05,0.999959,USA,Bergman-12,45.15,-90.7,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
767,369,079238_369_S243_,5.20E-05,0.999948,USA,Bergman-13,45.19,-90.64,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
768,370,079239_370_S244_,3.40E-05,0.999966,USA,Bergman-14,45.2,-90.62,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
769,371,079241_371_S246_,3.40E-05,0.999966,USA,Bergman-15,45.2,-90.62,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
770,372,079240_372_S245_,3.40E-05,0.999966,USA,Bergman-16,45.2,-90.62,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
771,373,079242_373_S247_,3.90E-05,0.999961,USA,Bergman-17,45.2,-90.61,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
772,358,079233_358_S238_,3.40E-05,0.999966,USA,Bergman-2,45.25,-90.63,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
773,359,079234_359_S239_,4.40E-05,0.999956,USA,Bergman-3,45.25,-90.63,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
774,360,079228_360_S233_,3.50E-05,0.999965,USA,Bergman-4,45.25,-90.63,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
775,361,079229_361_S234_,3.30E-05,0.999967,USA,Bergman-5,45.25,-90.64,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
776,362,079230_362_S235_,3.40E-05,0.999966,USA,Bergman-6,45.25,-90.64,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
777,363,079231_363_S236_,3.40E-05,0.999966,USA,Bergman-7,45.25,-90.64,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
778,364,079226_364_S231_,3.50E-05,0.999965,USA,Bergman-8,45.25,-90.65,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
779,365,079227_365_S232_,3.40E-05,0.999966,USA,Bergman-9,45.16,-90.68,Y,Bergman,NA,Natural Forest,Exact Location,2025,Leaves
780,2158,100815_2158_S350_,3.70E-05,0.999963,USA,BigPartyHeadwater_1,40.305933,-83.57181,N,Vaughn,NA,Plantation with wild resources,Exact Location,2025,Leaves
781,1533,091961_1533_S48_,3.40E-05,0.999966,USA,Bixby State Preserve,42.68,-91.4,N,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
782,1532,091960_1532_S47_,3.40E-05,0.999966,USA,Bixby State Preserve GPS #715,42.67,-91.4,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
783,2089,100746_2089_S281_,0.476,0.52403,USA,BK-01,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
784,2090,100747_2090_S282_,0.28652,0.713466,USA,BK-02,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
785,2091,100748_2091_S283_,0.246,0.753922,USA,BK-03,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
786,2146,100803_2146_S338_,1.40E-05,0.724315,USA,BK-04,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
787,2147,100804_2147_S339_,0.000271,0.999729,USA,BK-05,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
788,2148,100805_2148_S340_,3.40E-05,0.999966,USA,BK-06,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
789,2149,100806_2149_S341_,3.60E-05,0.999964,USA,BK-07,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
790,3,079119_3_S124_,0.134015,0.865985,USA,Black hawk state park,41.47,-90.58,Y,Chavez,NA,suburban edge trees,Exact Location,2024,Leaves
791,718,079258_718_S263_,3.60E-05,0.999964,USA,"Blandy 9068, [treenum9068], blandy 16",38.95,-78.3,Y,Tai,NA,Natural Forest,Exact Location,2025,Leaves
792,710,079247_710_S252_,3.60E-05,0.999964,USA,"blandy 9072, blandy 17, [treenum 9072]",39.15,-77.98,N,Tai,NA,Natural Forest,Exact Location,2025,Leaves
793,2059,100716_2059_S251_,3.70E-05,0.999963,USA,BLG-01,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
794,2060,100717_2060_S252_,3.40E-05,0.999966,USA,BLG-02,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
795,2557,108283_2557_S97_,1.60E-05,0.99997,Quebec,BN_MEA-A02_2026,45.024216,-75.645131,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
796,BN01,101615_BN01_S330_,5.30E-05,0.999947,Quebec,BN01,45.02922,-75.635825,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
797,BN03,101617_BN03_S332_,4.10E-05,0.999959,Quebec,BN03,45.026652,-75.650185,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
798,BN04,101618_BN04_S333_,3.60E-05,0.999964,Quebec,BN04,45.025133,-75.650753,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
799,BN05,101619_BN05_S334_,6.20E-05,0.999938,Quebec,BN05,45.025694,-75.636616,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
800,BN06,101620_BN06_S335_,4.20E-05,0.999958,Quebec,BN06,45.037403,-75.631578,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
801,BN07,101621_BN07_S336_,3.50E-05,0.999965,Quebec,BN07,45.028784,-75.63965,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
802,BN08,101622_BN08_S337_,3.60E-05,0.999964,Quebec,BN08,45.027072,-75.641648,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
803,BN09,101623_BN09_S338_,3.40E-05,0.999966,Quebec,BN09,45.02701,-75.644576,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
804,BN10,101624_BN10_S339_,3.40E-05,0.999966,Quebec,BN10,45.025692,-75.625386,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
805,BN11,101625_BN11_S340_,4.40E-05,0.999956,Quebec,BN11,45.036137,-75.650573,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
806,BN13,101627_BN13_S342_,0.000304,0.999696,Quebec,BN13,45.025905,-75.646063,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
807,BN14,101628_BN14_S343_,1.00E-04,0.9999,Quebec,BN14,45.024849,-75.643461,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
808,BN15,101629_BN15_S344_,0.016657,0.983343,Quebec,BN15,45.033836,-75.641872,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
809,BN16,101630_BN16_S345_,3.80E-05,0.999962,Quebec,BN16,45.031603,-75.635279,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
810,BN17,101631_BN17_S346_,0.000427,0.999573,Quebec,BN17,45.026107,-75.636405,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
811,BN18,101632_BN18_S347_,0.001673,0.998327,Quebec,BN18,45.027827,-75.64929,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
812,BN19,101633_BN19_S348_,0.001091,0.998909,Quebec,BN19,45.032639,-75.644676,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
813,BN20,101634_BN20_S349_,6.70E-05,0.999933,Quebec,BN20,45.033764,-75.631261,Y,MartinW,NA,Natural Forest,City level,2025,Leaves
814,New-Brunswick-BN20140029,084046_New-Brunswick-BN20140029_S2_,3.50E-05,0.999965,New Brunswick,BN20140029,45.89,-66.31,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
815,New-Brunswick-BN20140036,084047_New-Brunswick-BN20140036_S3_,3.40E-05,0.999966,New Brunswick,BN20140036,45.89,-66.3,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
816,New-Brunswick-BN20140045,084048_New-Brunswick-BN20140045_S4_,3.40E-05,0.999966,New Brunswick,BN20140045,45.97,-67.25,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
817,New-Brunswick-BN20140048,084049_New-Brunswick-BN20140048_S5_,3.40E-05,0.999966,New Brunswick,BN20140048,46.27,-66.67,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
818,New-Brunswick-BN20140057,084050_New-Brunswick-BN20140057_S6_,3.40E-05,0.999966,New Brunswick,BN20140057,45.89,-66.27,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
819,New-Brunswick-BN20140068,084051_New-Brunswick-BN20140068_S7_,3.30E-05,0.999967,New Brunswick,BN20140068,45.86,-66.5,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
820,New-Brunswick-BN20140166,084052_New-Brunswick-BN20140166_S8_,3.90E-05,0.999961,New Brunswick,BN20140166,45.9,-66.58,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
821,New-Brunswick-BN20150015,084053_New-Brunswick-BN20150015_S9_,3.40E-05,0.999966,New Brunswick,BN20150015,45.85,-66.49,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
822,New-Brunswick-BN20150049,084054_New-Brunswick-BN20150049_S10_,3.40E-05,0.999966,New Brunswick,BN20150049,45.99,-66.69,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
823,New-Brunswick-BN20150053,084055_New-Brunswick-BN20150053_S11_,3.40E-05,0.999966,New Brunswick,BN20150053,45.99,-66.69,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
824,New-Brunswick-BN20150075,084056_New-Brunswick-BN20150075_S12_,3.40E-05,0.999966,New Brunswick,BN20150075,45.97,-66.76,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
825,New-Brunswick-BN20150095,084057_New-Brunswick-BN20150095_S13_,3.40E-05,0.999966,New Brunswick,BN20150095,45.97,-66.72,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
826,New-Brunswick-BN20150118,084058_New-Brunswick-BN20150118_S14_,3.40E-05,0.999966,New Brunswick,BN20150118,45.68,-65.81,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
827,New-Brunswick-BN20150130,084059_New-Brunswick-BN20150130_S15_,3.60E-05,0.999964,New Brunswick,BN20150130,45.89,-66.49,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
828,New-Brunswick-BN20150170,084060_New-Brunswick-BN20150170_S16_,3.70E-05,0.999963,New Brunswick,BN20150170,45.88,-66.49,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
829,New-Brunswick-BN20150174,084061_New-Brunswick-BN20150174_S17_,3.40E-05,0.999966,New Brunswick,BN20150174,45.95,-66.63,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
830,New-Brunswick-BN20150190,084096_New-Brunswick-BN20150190_S52_,3.40E-05,0.999966,New Brunswick,BN20150190,46.53,-66.22,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
831,New-Brunswick-BN20150193,084083_New-Brunswick-BN20150193_S39_,3.40E-05,0.999966,New Brunswick,BN20150193,46.53,-66.22,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
832,New-Brunswick-BN20150197,084084_New-Brunswick-BN20150197_S40_,3.70E-05,0.999963,New Brunswick,BN20150197,46.58,-66.02,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
833,New-Brunswick-BN20150200,084097_New-Brunswick-BN20150200_S53_,3.40E-05,0.999966,New Brunswick,BN20150200,46.58,-66.02,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
834,New-Brunswick-BN20150210,084062_New-Brunswick-BN20150210_S18_,3.40E-05,0.999966,New Brunswick,BN20150210,45.88,-66.29,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
835,New-Brunswick-BN20160003,084063_New-Brunswick-BN20160003_S19_,3.40E-05,0.999966,New Brunswick,BN20160003,46.61,-65.89,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
836,New-Brunswick-BN20160012,084085_New-Brunswick-BN20160012_S41_,3.40E-05,0.999966,New Brunswick,BN20160012,46.61,-65.89,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
837,New-Brunswick-BN20160018,084086_New-Brunswick-BN20160018_S42_,3.50E-05,0.999965,New Brunswick,BN20160018,46.62,-65.88,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
838,New-Brunswick-BN20160023,084098_New-Brunswick-BN20160023_S54_,3.40E-05,0.999966,New Brunswick,BN20160023,46.55,-66.17,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
839,New-Brunswick-BN20160028,084087_New-Brunswick-BN20160028_S43_,3.40E-05,0.999966,New Brunswick,BN20160028,46.55,-66.17,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
840,New-Brunswick-BN20160035,084088_New-Brunswick-BN20160035_S44_,3.40E-05,0.999966,New Brunswick,BN20160035,46.55,-66.17,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
841,New-Brunswick-BN20160037,084064_New-Brunswick-BN20160037_S20_,3.40E-05,0.999966,New Brunswick,BN20160037,45.71,-65.47,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
842,New-Brunswick-BN20160043,084065_New-Brunswick-BN20160043_S21_,3.40E-05,0.999966,New Brunswick,BN20160043,45.72,-65.51,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
843,New-Brunswick-BN20160045,084066_New-Brunswick-BN20160045_S22_,3.50E-05,0.999965,New Brunswick,BN20160045,45.72,-65.51,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
844,New-Brunswick-BN20160052,084067_New-Brunswick-BN20160052_S23_,3.30E-05,0.999967,New Brunswick,BN20160052,45.72,-65.48,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
845,New-Brunswick-BN20160054,084089_New-Brunswick-BN20160054_S45_,3.40E-05,0.999966,New Brunswick,BN20160054,46.79,-67.73,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
846,New-Brunswick-BN20160074,084090_New-Brunswick-BN20160074_S46_,3.40E-05,0.999966,New Brunswick,BN20160074,46.68,-67.72,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
847,New-Brunswick-BN20160088,084091_New-Brunswick-BN20160088_S47_,3.40E-05,0.999966,New Brunswick,BN20160088,46.81,-67.72,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
848,New-Brunswick-BN20160091,084099_New-Brunswick-BN20160091_S55_,3.60E-05,0.999964,New Brunswick,BN20160091,46.81,-67.72,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
849,New-Brunswick-BN20160097,084100_New-Brunswick-BN20160097_S56_,3.40E-05,0.999966,New Brunswick,BN20160097,46.54,-67.74,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
850,New-Brunswick-BN20160112,084068_New-Brunswick-BN20160112_S24_,3.40E-05,0.999966,New Brunswick,BN20160112,45.91,-67.63,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
851,New-Brunswick-BN20160117,084069_New-Brunswick-BN20160117_S25_,3.40E-05,0.999966,New Brunswick,BN20160117,45.91,-67.62,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
852,New-Brunswick-BN20160129,084070_New-Brunswick-BN20160129_S26_,3.40E-05,0.999966,New Brunswick,BN20160129,46.22,-67.73,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
853,New-Brunswick-BN20160131,084071_New-Brunswick-BN20160131_S27_,3.40E-05,0.999966,New Brunswick,BN20160131,45.89,-66.28,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
854,New-Brunswick-BN20160141,084092_New-Brunswick-BN20160141_S48_,3.60E-05,0.999964,New Brunswick,BN20160141,46.59,-67.74,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
855,New-Brunswick-BN20160169,084072_New-Brunswick-BN20160169_S28_,3.40E-05,0.999966,New Brunswick,BN20160169,46.11,-67.78,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
856,New-Brunswick-BN20160172,084073_New-Brunswick-BN20160172_S29_,3.40E-05,0.999966,New Brunswick,BN20160172,46.11,-67.76,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
857,New-Brunswick-BN20160188,084074_New-Brunswick-BN20160188_S30_,3.40E-05,0.999966,New Brunswick,BN20160188,46.18,-67.67,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
858,New-Brunswick-BN20160190,084075_New-Brunswick-BN20160190_S31_,3.30E-05,0.999967,New Brunswick,BN20160190,46.19,-67.7,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
859,New-Brunswick-BN20160193,084076_New-Brunswick-BN20160193_S32_,3.50E-05,0.999965,New Brunswick,BN20160193,45.85,-66.48,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
860,New-Brunswick-BN20160198,084077_New-Brunswick-BN20160198_S33_,3.40E-05,0.999966,New Brunswick,BN20160198,45.85,-66.47,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
861,New-Brunswick-BN20160199,084093_New-Brunswick-BN20160199_S49_,3.40E-05,0.999966,New Brunswick,BN20160199,46.62,-65.88,N,Martin Williams,NA,Natural Forest,City level,2025,Leaves
862,New-Brunswick-BN20160207,084094_New-Brunswick-BN20160207_S50_,3.40E-05,0.999966,New Brunswick,BN20160207,46.79,-67.49,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
863,New-Brunswick-BN20170004,084078_New-Brunswick-BN20170004_S34_,3.70E-05,0.999963,New Brunswick,BN20170004,46.01,-65.32,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
864,New-Brunswick-BN20170007,084079_New-Brunswick-BN20170007_S35_,3.40E-05,0.999966,New Brunswick,BN20170007,46.01,-65.32,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
865,New-Brunswick-BN20170008,084080_New-Brunswick-BN20170008_S36_,3.40E-05,0.999966,New Brunswick,BN20170008,46.01,-65.32,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
866,New-Brunswick-BN20170009,084081_New-Brunswick-BN20170009_S37_,3.30E-05,0.999967,New Brunswick,BN20170009,46.01,-65.32,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
867,New-Brunswick-BN20170013,084082_New-Brunswick-BN20170013_S38_,3.40E-05,0.999966,New Brunswick,BN20170013,46.01,-65.32,Y,Martin Williams,NA,Natural Forest,City level,2025,Leaves
868,756,084243_11-756_S7_,3.80E-05,0.999962,USA,BN20230200,44.04,-72.07,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
869,757,084244_11-757_S8_,4.90E-05,0.999951,USA,BN20230201,44.04,-72.07,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
870,758,084245_11-758_S9_,0.002029,0.997971,USA,BN20230202,44.04,-72.07,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
871,759,084246_11-759_S10_,4.60E-05,0.999954,USA,BN20230203,44.04,-72.07,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
872,760,084247_11-760_S11_,3.40E-05,0.999966,USA,BN20230204,44.04,-72.07,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
873,761,084248_11-761_S12_,3.40E-05,0.999966,USA,BN20230205,44.66,-71.58,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
874,762,084249_11-762_S13_,3.40E-05,0.999966,USA,BN20230206,44.66,-71.58,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
875,763,084250_11-763_S14_,3.40E-05,0.999966,USA,BN20230207,44.66,-71.58,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
876,764,084251_11-764_S15_,3.40E-05,0.999966,USA,BN20230208,44.66,-71.58,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
877,765,084252_11-765_S16_,3.40E-05,0.999966,USA,BN20230209,44.65,-71.57,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
878,766,084238_11-766_S2_,3.50E-05,0.999965,USA,BN20230210,43.18,-71.55,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
879,767,084239_11-767_S3_,3.90E-05,0.999961,USA,BN20230211,43.18,-71.55,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
880,768,084240_11-768_S4_,3.40E-05,0.999966,USA,BN20230212,43.19,-71.55,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
881,769,084241_11-769_S5_,3.40E-05,0.999966,USA,BN20230213,43.18,-71.55,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
882,770,084242_11-770_S6_,0.077036,0.922964,USA,BN20230214,43.18,-71.55,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
883,771,076807_771_S39_,4.10E-05,0.999959,USA,BN20230220,42.98,-73.33,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
884,772,076806_772_S38_,3.40E-05,0.999966,USA,BN20230221,42.98,-73.33,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
885,773,076808_773_S40_,3.40E-05,0.999966,USA,BN20230222,42.98,-73.33,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
886,774,076809_774_S41_,3.50E-05,0.999965,USA,BN20230223,42.98,-73.33,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
887,775,076810_775_S42_,3.40E-05,0.999966,USA,BN20230224,42.98,-73.33,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
888,776,076800_776_S32_,0.468017,0.531983,USA,BN20230225,43.24,-76.06,N,Berni,NA,Natural Forest,Exact Location,2024,Leaves
889,779,076803_779_S35_,0.777403,0.222597,USA,BN20230228,43.24,-76.06,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
890,780,076804_780_S36_,0.51641,0.48359,USA,BN20230229,43.24,-76.06,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
891,781,076805_781_S37_,0.480984,0.519016,USA,BN20230230,43.24,-76.06,N,Berni,NA,Natural Forest,Exact Location,2024,Leaves
892,782,076835_782_S67_,3.40E-05,0.999966,USA,BN20230240,44.88,-73.33,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
893,783,076836_783_S68_,4.70E-05,0.999953,USA,BN20230241,44.88,-73.33,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
894,784,076837_784_S69_,3.40E-05,0.999966,USA,BN20230242,44.88,-73.33,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
895,787,076825_787_S57_,0.002009,0.997991,USA,BN20230245,44.33,-73.25,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
896,788,076826_788_S58_,3.70E-05,0.999963,USA,BN20230246,44.33,-73.25,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
897,789,076827_789_S59_,3.30E-05,0.999967,USA,BN20230247,44.33,-73.25,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
898,790,076828_790_S60_,3.40E-05,0.999966,USA,BN20230248,44.33,-73.24,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
899,791,076829_791_S61_,6.20E-05,0.999938,USA,BN20230249,44.33,-73.24,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
900,792,076830_792_S62_,3.60E-05,0.999964,USA,BN20230250,44.44,-73,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
901,793,076831_793_S63_,3.40E-05,0.999966,USA,BN20230251,44.44,-73,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
902,794,076832_794_S64_,0.295385,0.704615,USA,BN20230252,44.45,-73,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
903,796,076834_796_S66_,3.30E-05,0.999967,USA,BN20230254,44.45,-73,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
904,797,084286_11-797_S50_,0.291137,0.708863,USA,BN20230260,44.19,-69.76,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
905,798,084287_11-798_S51_,0.268568,0.731432,USA,BN20230261,44.19,-69.76,Y,Berni,NA,Natural Forest,Exact Location,2024,Leaves
906,799,084288_11-799_S52_,0.47539,0.52461,USA,BN20230262,44.19,-69.76,N,Berni,NA,Natural Forest,Exact Location,2024,Leaves
