,index_number,LabID,JP_fastStruc_K2_JA,JP_fastStruc_K2_JC,Country,Description,latitude_dd,Longitude_dd,Canker,mapid,dbh_mm,Natural.Forest.Plantation,Situation,Sample.collection.Year,Resource
1323,1510,091938_1510_S25_,3.40E-05,0.999966,USA,Iowa Army Ammunition Plant,40.77,-91.18,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
1324,2075,100732_2075_S267_,3.60E-05,0.999964,USA,IVY-02,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
1325,2076,100733_2076_S268_,3.40E-05,0.999966,USA,IVY-03,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
1326,1462,085941_1462_S265_,3.90E-05,0.999961,USA,Izaac Walton 1,43.99,-92.53,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
1327,490,079136_490_S141_,3.70E-05,0.999963,USA,"j. cinerea, 8/1/2023",38.73,-77.81,Y,Guite,NA,Natural Forest,Exact Location,2024,Leaves
1328,609,084373_12-609_S137_,0.786229,0.213771,USA,"J-17, SG-PA-TN",35.53,-83.28,Y,Warwell,NA,Plantation,City level,2025,Leaves
1329,608,084372_12-608_S136_,0.768822,0.231178,USA,"J-20, SG-PA-TN",35.53,-83.28,N,Warwell,NA,Plantation,City level,2025,Leaves
1330,611,084375_12-611_S139_,3.40E-05,0.999966,USA,"J-3, 19 B-NC",35.54,-83.27,Y,Warwell,NA,Plantation,City level,2025,Leaves
1331,610,084374_12-610_S138_,4.50E-05,0.999955,USA,"J-4, 19 B-NC",35.55,-83.28,Y,Warwell,NA,Plantation,City level,2025,Leaves
1332,1513,091941_1513_S28_,3.40E-05,0.999966,USA,JC 2,45.94,-92.62,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
1333,1514,091942_1514_S29_,0.00085,0.99915,USA,JC 25,46.12,-92.86,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
1334,1515,091943_1515_S30_,0.000156,0.999844,USA,JC 3,45.96,-92.56,Y,AmandaWeise,NA,Natural Forest,Exact Location,2024,Leaves
1335,1650,092127_1650_S214_,3.50E-05,0.999965,USA,JC-W-1NSCE-1,37.71,-89.49,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1336,1651,092128_1651_S215_,3.40E-05,0.999966,USA,JC-W-2NSCE-1,37.61,-89.43,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1337,1653,092130_1653_S217_,3.80E-05,0.999962,USA,JC-W-3NSCE-1,37.22,-89.34,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1338,1655,092132_1655_S219_,3.70E-05,0.999963,USA,JC-W-3NSCE-2,37.22,-89.34,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1339,1656,092133_1656_S220_,3.80E-05,0.999962,USA,JC-W-3NSCE-3,37.22,-89.34,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1340,1657,092134_1657_S221_,3.60E-05,0.999964,USA,JC-W-3NSCE-4,37.22,-89.33,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1341,1595,092072_1595_S159_,3.80E-05,0.999962,USA,JC-W-AFP-1,41.83,-88.73,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1342,1596,092073_1596_S160_,4.30E-05,0.999957,USA,JC-W-AFP-2,41.83,-88.73,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1343,1597,092074_1597_S161_,3.40E-05,0.999966,USA,JC-W-AFP-3,41.83,-88.73,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1344,1598,092075_1598_S162_,3.40E-05,0.999966,USA,JC-W-AFP-4,41.83,-88.73,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1345,1599,092076_1599_S163_,3.40E-05,0.999966,USA,JC-W-AFP-5,41.83,-88.73,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1346,1600,092077_1600_S164_,3.50E-05,0.999965,USA,JC-W-AFP-6,41.83,-88.73,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1347,1601,092078_1601_S165_,3.40E-05,0.999966,USA,JC-W-AFP-7,41.83,-88.73,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1348,1645,092122_1645_S209_,3.70E-05,0.999963,USA,JC-W-CP-NL1,42.82,-87.82,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1349,1628,092105_1628_S192_,0.23547,0.76453,USA,JC-W-CSFP-1,41.75,-88.85,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1350,1629,092106_1629_S193_,0.22679,0.77321,USA,JC-W-CSFP-1*sd1,NA,NA,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1351,1630,092107_1630_S194_,0.179696,0.820304,USA,JC-W-CSFP-1*sd2,NA,NA,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1352,1631,092108_1631_S195_,0.18403,0.81597,USA,JC-W-CSFP-1*sd3,NA,NA,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1353,1632,092109_1632_S196_,0.239834,0.760166,USA,JC-W-CSFP-1*sd4,NA,NA,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1354,1633,092110_1633_S197_,0.208582,0.791418,USA,JC-W-CSFP-1*sd5,NA,NA,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1355,1634,092111_1634_S198_,0.294357,0.705643,USA,JC-W-CSFP-1*sd6,NA,NA,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1356,1635,092112_1635_S199_,0.001318,0.998682,USA,JC-W-CSFP-2,41.75,-88.85,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1357,1810,095516_1810_S383_,0.219891,0.780109,USA,JC-W-DanFP-SH1,41.82,-88.11,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1358,1638,092115_1638_S202_,0.480909,0.519091,USA,JC-W-DanFP-SH10,41.82,-88.11,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1359,1639,092116_1639_S203_,0.245429,0.754571,USA,JC-W-DanFP-SH11,41.82,-88.11,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1360,1640,092117_1640_S204_,0.48487,0.51513,USA,JC-W-DanFP-SH12,41.82,-88.11,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1361,1811,092043_1811_S130_,3.80E-05,0.999962,USA,JC-W-DanFP-SH2,41.82,-88.11,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1362,1812,092044_1812_S131_,0.116353,0.883647,USA,JC-W-DanFP-SH3,41.82,-88.11,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1363,1813,092045_1813_S132_,4.00E-05,0.99996,USA,JC-W-DanFP-SH4,41.82,-88.11,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1364,1814,100468_1814_S3_,4.00E-05,0.99996,USA,JC-W-DanFP-SH5,41.82,-88.11,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1365,1815,092047_1815_S134_,0.999965,3.50E-05,USA,JC-W-DanFP-SH6,41.82,-88.11,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1366,1816,092048_1816_S135_,0.478999,0.521001,USA,JC-W-DanFP-SH7,41.82,-88.11,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1367,1636,092113_1636_S200_,0.463743,0.536257,USA,JC-W-DanFP-SH8,41.82,-88.11,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1368,1637,092114_1637_S201_,0.999956,4.40E-05,USA,JC-W-DanFP-SH9,41.82,-88.11,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1369,1121,092265_1121_S352_,4.00E-05,0.99996,USA,jc-w-es01-01,42.45,-75.05,Y,Otsego,NA,Natural Forest,Exact Location,2025,Leaves
1370,1115,092259_1115_S346_,0.201655,0.798345,USA,jc-w-es01-02,42.45,-75.05,Y,Otsego,NA,Natural Forest,Exact Location,2025,Leaves
1371,1113,092257_1113_S344_,3.50E-05,0.999965,USA,jc-w-es02-01,42.09,-75.96,N,Broome,NA,Natural Forest,Exact Location,2025,Leaves
1372,1114,092258_1114_S345_,3.40E-05,0.999966,USA,jc-w-es02-02,42.09,-75.96,Y,Broome,NA,Natural Forest,Exact Location,2025,Leaves
1373,1116,092260_1116_S347_,0.74639,0.25361,USA,jc-w-es03-01,40.66,-75.44,N,NutGrowers,NA,Natural Forest,Exact Location,2025,Seeds
1374,1117,092261_1117_S348_,0.631703,0.368297,USA,jc-w-es04-01,40.55,-75.72,N,Berks,NA,Natural Forest,Exact Location,2025,Leaves
1375,1118,092262_1118_S349_,0.294832,0.705168,USA,jc-w-es05-01,43.08,-77.71,Y,Johnathan,NA,Natural Forest,Exact Location,2025,Leaves
1376,1119,092263_1119_S350_,0.409248,0.590752,USA,jc-w-es05-02,43.08,-77.71,N,Johnathan,NA,Natural Forest,Exact Location,2025,Leaves
1377,1120,092264_1120_S351_,0.156457,0.843543,USA,jc-w-es05-03,43.11,-77.68,Y,Johnathan,NA,Natural Forest,Exact Location,2025,Leaves
1378,1122,092266_1122_S353_,0.441215,0.558785,USA,jc-w-es06-01,43.12,-78.69,N,Johnathan,NA,Natural Forest,Exact Location,2025,Leaves
1379,1123,092267_1123_S354_,0.47942,0.52058,USA,jc-w-es07-01,43.13,-79.06,N,Johnathan,NA,Natural Forest,Exact Location,2025,Leaves
1380,1124,092268_1124_S355_,0.490476,0.509524,USA,jc-w-es07-02,43.13,-79.05,Y,Johnathan,NA,Natural Forest,Exact Location,2025,Leaves
1381,1126,092270_1126_S357_,3.50E-05,0.999965,USA,jc-w-es08-02,42.37,-79.19,N,Chautauqua,NA,Natural Forest,Exact Location,2024,Leaves
1382,1127,092271_1127_S358_,3.40E-05,0.999966,USA,jc-w-es09-01,41.95,-78.67,N,McKean,NA,Natural Forest,Exact Location,2025,Leaves
1383,1128,092272_1128_S359_,3.40E-05,0.999966,USA,jc-w-es09-02,41.94,-78.67,Y,McKean,NA,Natural Forest,Exact Location,2025,Leaves
1384,1129,092273_1129_S360_,4.30E-05,0.999957,USA,jc-w-es10-01,41.84,-79.22,N,Warren,NA,Natural Forest,Exact Location,2025,Leaves
1385,1130,092274_1130_S361_,3.50E-05,0.999965,USA,jc-w-es10-02,41.84,-79.22,Y,Warren,NA,Natural Forest,Exact Location,2025,Leaves
1386,1606,092083_1606_S170_,3.40E-05,0.999966,USA,JC-W-GR-1,36.02,-92.97,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1387,1616,092093_1616_S180_,3.40E-05,0.999966,USA,JC-W-HPCA-10,42.47,-88.56,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1388,1617,092094_1617_S181_,3.40E-05,0.999966,USA,JC-W-HPCA-11,42.47,-88.56,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1389,1609,092086_1609_S173_,3.40E-05,0.999966,USA,JC-W-HPCA-3,42.47,-88.56,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1390,1610,092087_1610_S174_,3.60E-05,0.999964,USA,JC-W-HPCA-4,42.47,-88.56,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1391,1614,092091_1614_S178_,0.000701,0.999299,USA,JC-W-HPCA-8,42.47,-88.56,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1392,1615,092092_1615_S179_,3.60E-05,0.999964,USA,JC-W-HPCA-9,42.47,-88.56,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1393,1646,092123_1646_S210_,3.60E-05,0.999964,USA,JC-W-K.Sierzega_1,37.71,-89.48,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1394,1602,092079_1602_S166_,3.40E-05,0.999966,USA,JC-W-LB-1,36.19,-92.48,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1395,1603,092080_1603_S167_,3.60E-05,0.999964,USA,JC-W-LB-2,36.19,-92.48,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1396,1604,092081_1604_S168_,3.60E-05,0.999964,USA,JC-W-LB-3,36.19,-92.48,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1397,1605,092082_1605_S169_,3.40E-05,0.999966,USA,JC-W-LB-4,36.19,-92.48,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1398,1647,092124_1647_S211_,4.40E-05,0.999956,USA,JC-W-LW-NL1,46.35,-91.82,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1399,1648,092125_1648_S212_,3.40E-05,0.999966,USA,JC-W-PI-NL1,43.53,-89.52,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1400,1642,092119_1642_S206_,3.50E-05,0.999965,USA,JC-W-SC-1,36.02,-92.97,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1401,1643,092120_1643_S207_,3.60E-05,0.999964,USA,JC-W-SD-1,36.14,-92.27,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1402,1759,092236_1759_S323_,0.000163,0.999837,USA,JC-W-TMA-GS1,41.82,-88.09,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1403,1644,092121_1644_S208_,3.60E-05,0.999964,USA,JC-W-UK-1,36.02,-92.97,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1404,1809,092041_1809_S128_,3.40E-05,0.999966,USA,JC-W-WCP-SH1,41.89,-88.22,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1405,1800,092032_1800_S119_,0.122211,0.877789,USA,JC-W-WCP-SH11,41.89,-88.23,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1406,1801,095507_1801_S374_,0.214329,0.785671,USA,JC-W-WCP-SH12,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1407,1803,092035_1803_S122_,0.135883,0.864117,USA,JC-W-WCP-SH14,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1408,1804,092036_1804_S123_,0.163348,0.836652,USA,JC-W-WCP-SH15,41.89,-88.22,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1409,1805,092037_1805_S124_,0.297457,0.702543,USA,JC-W-WCP-SH16,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1410,1806,092038_1806_S125_,3.40E-05,0.999966,USA,JC-W-WCP-SH17,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1411,1807,092039_1807_S126_,0.277978,0.722022,USA,JC-W-WCP-SH18,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1412,1808,092040_1808_S127_,0.12898,0.87102,USA,JC-W-WCP-SH19,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1413,1789,095495_1789_S362_,0.14651,0.85349,USA,JC-W-WCP-SH20,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1414,1790,092022_1790_S109_,3.40E-05,0.999966,USA,JC-W-WCP-SH21,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1415,1791,092023_1791_S110_,3.40E-05,0.999966,USA,JC-W-WCP-SH22,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1416,1792,095498_1792_S365_,3.60E-05,0.999964,USA,JC-W-WCP-SH23,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1417,1794,092026_1794_S113_,0.043875,0.956125,USA,JC-W-WCP-SH25,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1418,1795,095501_1795_S368_,0.001599,0.998401,USA,JC-W-WCP-SH26,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1419,1796,095502_1796_S369_,3.40E-05,0.999966,USA,JC-W-WCP-SH27,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1420,1797,095503_1797_S370_,0.000767,0.999233,USA,JC-W-WCP-SH28,41.89,-88.22,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1421,1798,092030_1798_S117_,3.40E-05,0.999966,USA,JC-W-WCP-SH29,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1422,1799,092031_1799_S118_,3.70E-05,0.999963,USA,JC-W-WCP-SH3,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1423,1779,092011_1779_S98_,4.00E-05,0.99996,USA,JC-W-WCP-SH30,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1424,1780,095486_1780_S353_,4.10E-05,0.999959,USA,JC-W-WCP-SH31,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1425,1781,092013_1781_S100_,0.091535,0.908465,USA,JC-W-WCP-SH32,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1426,1782,092014_1782_S101_,3.80E-05,0.999962,USA,JC-W-WCP-SH33,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1427,1783,092015_1783_S102_,3.40E-05,0.999966,USA,JC-W-WCP-SH34,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1428,1784,092016_1784_S103_,3.50E-05,0.999965,USA,JC-W-WCP-SH35,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1429,1785,092017_1785_S104_,0.210416,0.789584,USA,JC-W-WCP-SH36,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1430,1786,092018_1786_S105_,3.40E-05,0.999966,USA,JC-W-WCP-SH37,41.89,-88.22,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1431,1787,095493_1787_S360_,0.35425,0.64575,USA,JC-W-WCP-SH38,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1432,1788,092020_1788_S107_,0.193018,0.806982,USA,JC-W-WCP-SH39,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1433,1817,092049_1817_S136_,3.40E-05,0.999966,USA,JC-W-WCP-SH4,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1434,1585,092062_1585_S149_,0.113719,0.886281,USA,JC-W-WCP-SH40,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1435,1586,092063_1586_S150_,0.100367,0.899633,USA,JC-W-WCP-SH41,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1436,1587,092064_1587_S151_,0.160284,0.839716,USA,JC-W-WCP-SH42,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1437,1588,092065_1588_S152_,0.101787,0.898213,USA,JC-W-WCP-SH43,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1438,1589,092066_1589_S153_,3.50E-05,0.999965,USA,JC-W-WCP-SH44,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1439,1590,092067_1590_S154_,3.40E-05,0.999966,USA,JC-W-WCP-SH45,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1440,1591,092068_1591_S155_,4.10E-05,0.999959,USA,JC-W-WCP-SH46,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1441,1592,092069_1592_S156_,0.062077,0.937923,USA,JC-W-WCP-SH47,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1442,1593,092070_1593_S157_,0.232257,0.767743,USA,JC-W-WCP-SH48,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1443,1594,092071_1594_S158_,0.001865,0.998135,USA,JC-W-WCP-SH49,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1444,1818,092050_1818_S137_,0.183776,0.816224,USA,JC-W-WCP-SH5,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1445,1618,092095_1618_S182_,3.40E-05,0.999966,USA,JC-W-WCP-SH50,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1446,1619,092096_1619_S183_,3.40E-05,0.999966,USA,JC-W-WCP-SH51,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1447,1620,092097_1620_S184_,0.118485,0.881515,USA,JC-W-WCP-SH52,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1448,1621,092098_1621_S185_,0.045459,0.954541,USA,JC-W-WCP-SH53,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1449,1622,092099_1622_S186_,0.133278,0.866722,USA,JC-W-WCP-SH54,NA,NA,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1450,1623,092100_1623_S187_,0.29307,0.70693,USA,JC-W-WCP-SH55,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1451,1624,092101_1624_S188_,0.230368,0.769632,USA,JC-W-WCP-SH56,NA,NA,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1452,1625,092102_1625_S189_,0.222676,0.777324,USA,JC-W-WCP-SH57,41.89,-88.23,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1453,1626,092103_1626_S190_,0.450764,0.549236,USA,JC-W-WCP-SH58,41.89,-88.23,,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1454,1627,092104_1627_S191_,0.122754,0.877246,USA,JC-W-WCP-SH59,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1455,1819,092051_1819_S138_,0.182542,0.817458,USA,JC-W-WCP-SH6,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1456,1823,092055_1823_S142_,0.288059,0.711941,USA,JC-W-WCP-SH60,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1457,1824,092056_1824_S143_,3.40E-05,0.999966,USA,JC-W-WCP-SH61,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1458,1825,092057_1825_S144_,3.40E-05,0.999966,USA,JC-W-WCP-SH62,41.89,-88.23,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1459,1826,092058_1826_S145_,3.40E-05,0.999966,USA,JC-W-WCP-SH63,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1460,1827,092059_1827_S146_,3.50E-05,0.999965,USA,JC-W-WCP-SH64,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1461,1583,092060_1583_S147_,0.112399,0.887601,USA,JC-W-WCP-SH65,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1462,1584,092061_1584_S148_,0.168195,0.831805,USA,JC-W-WCP-SH66,41.89,-88.23,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1463,1885,100539_1885_S74_,0.477619,0.522381,USA,JC-W-WCP-SH72,41.892564,-88.227079,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1464,1886,100540_1886_S75_,3.40E-05,0.999966,USA,JC-W-WCP-SH73,41.892576,-88.227223,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1465,1887,100541_1887_S76_,3.70E-05,0.999963,USA,JC-W-WCP-SH74,41.892318,-88.227114,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1466,1888,100542_1888_S77_,3.30E-05,0.999967,USA,JC-W-WCP-SH81,41.892588,-88.22689,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1467,1889,100543_1889_S78_,3.40E-05,0.999966,USA,JC-W-WCP-SH82,NA,NA,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1468,1890,100544_1890_S79_,3.30E-05,0.999967,USA,JC-W-WCP-SH83,41.892683,-88.228859,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1469,1891,100545_1891_S80_,3.40E-05,0.999966,USA,JC-W-WCP-SH84,41.892011,-88.22642,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1470,1892,100546_1892_S81_,3.30E-05,0.999967,USA,JC-W-WCP-SH85,41.891971,-88.226319,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1471,1893,100547_1893_S82_,3.40E-05,0.999966,USA,JC-W-WCP-SH86,41.891611,-88.226295,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1472,1894,100548_1894_S83_,3.70E-05,0.999963,USA,JC-W-WCP-SH87,41.891564,-88.226289,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1473,1895,100549_1895_S84_,3.90E-05,0.999961,USA,JC-W-WCP-SH88,41.891783,-88.226012,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1474,1896,100550_1896_S85_,3.40E-05,0.999966,USA,JC-W-WCP-SH89,41.891882,-88.225911,N,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1475,1897,100551_1897_S86_,3.40E-05,0.999966,USA,JC-W-WCP-SH90,41.891973,-88.225311,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1476,1649,092126_1649_S213_,3.40E-05,0.999966,USA,JC-W-WP-NL1,42.93,-87.85,Y,Hoban,NA,Natural Forest,Exact Location,2025,Leaves
1477,2141,108221_2141_S35_,0.31919,0.680796,USA,JHN-01,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
1478,2142,100799_2142_S334_,3.40E-05,0.999966,USA,JHN-02,NA,NA,,Martin Kratt,NA,Natural Forest,Exact Location,2025,Leaves
1479,1109,092253_1109_S340_,0.999964,3.60E-05,USA,jlg_1990_0364_s001,39.78,-75.57,N,Johnathan,NA,suburban edge trees,Exact Location,2025,Leaves
1480,1112,092256_1112_S343_,0.486817,0.513183,USA,jlg_bucktoe.pa_s001,39.83,-75.72,N,NutGrowers,NA,suburban edge trees,Exact Location,2025,Seeds
1481,1108,092252_1108_S339_,0.767106,0.232894,USA,jlg_eor007_s001,39.81,-75.6,N,Johnathan,NA,suburban edge trees,Exact Location,2025,Leaves
1482,1111,092255_1111_S342_,0.16874,0.83126,USA,jlg_eor011-1_soo1,39.77,-75.64,Y,Johnathan,NA,suburban edge trees,Exact Location,2025,Leaves
1483,1132,092276_1132_S363_,3.40E-05,0.999966,USA,"jlg_eor015_s001, d12",39.71,-75.76,Y,Johnathan,NA,Natural Forest,Exact Location,2025,Leaves
1484,1131,092275_1131_S362_,3.80E-05,0.999962,USA,"jlg_f00ebe_s001, c12",39.79,-75.64,Y,Johnathan,NA,Natural Forest,Exact Location,2025,Leaves
1485,1110,092254_1110_S341_,0.341118,0.658882,USA,jlg_watchlist415_s001,39.74,-75.63,N,Johnathan,NA,suburban edge trees,Exact Location,2025,Leaves
1486,2349,101447_2349_S162_,3.40E-05,0.999966,USA,JMinton_1B,36.457323,-83.672396,Y,Minton,NA,Natural Forest,Exact Location,2025,Leaves
1487,2351,101449_2351_S164_,3.60E-05,0.999964,USA,JMinton_1D,36.457323,-83.672396,N,Minton,NA,Natural Forest,Exact Location,2025,Leaves
1488,2352,101450_2352_S165_,0.940246,0.059754,USA,JMinton_1E,36.457323,-83.672396,N,Minton,NA,Natural Forest,Exact Location,2025,Leaves
1489,2353,101451_2353_S166_,3.40E-05,0.999966,USA,JMinton_1F,36.457323,-83.672396,N,Minton,NA,Natural Forest,Exact Location,2025,Leaves
