SAMPLE ID,COLLECTION ID,Source,COLLECTOR,SUSPECTED SPECIES,PLACE COLLECTED,DATE COLLECTED,SUPP VARIETY,NEWHYBR,SSR p(JC),SSR p(JA),CAPS 2,CAPS 5,CAPS 7,CAPS 10,CAPS ALL,GPS 1,GPS 2,UTM ,X,Y,ELEVATION,DBH (in),HEIGHT (ft),# BOLE CANKERS,CROWN DIAM (ft),CROWN RATIO,CROWN DIEBACK (%),SLOPE,ASPECT,CANKER SCORE,NUTS ON GROUND,NOTES,NOTES 2,ALTERNATE COLLECTOR ID,ALTERNATE COLLECTOR ID 2,Date Extracted,Date ND'd/ Diluted,New Mass DNA,Old Mass DNA,,,,,
JC1821,19850160 B,Garden,Sean Hoban,J. cinerea,Minnesota Arboretum,6/23/2008,Kenworthy,NA,0.993,0.007,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,from Grimo Nut Nursery,,,,,,,,,,,,
JC1822,19850160 A,Garden,Sean Hoban,J. cinerea,Minnesota Arboretum,6/23/2008,Kenworthy,NA,0.992,0.008,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,from Grimo Nut Nursery,,,,,,171,,,,,,
JC1823,19961217 A,Garden,Sean Hoban,J. cinerea,Minnesota Arboretum,6/23/2008,unknown,NA,0.656,0.344,"A (April 3, 2009)",,"A (April 6, 2009)",,A A ,,,,,,,,,,,,,,,,,from large tree at University of MN Teaching Nursery,,,,,,380,,,,,,
JC1824,601,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,NA,,,,,,,,  x,x,18T,x,x,,26.4,70,,,,,,,,,,,A209,1,,,,,,,,,
JC1825,603,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.99,0.01,,C (Aug 15),,C (Aug 15),C C ,44.165555,-72.6020604,18T,691719,4893057,,19.1,80-85,,,,,,,very few,,nice and tall,,B207,3,,,,,,,,,
JC1826,604,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.1655523,-72.6023607,18T,691695,4893056,,21.5,,,,,,,,,,,,A227,4,,,,,,,,,
JC1827,605,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.997,0.003,,C (Aug 15),,C (Aug 15),C C ,44.1659228,-72.6015702,18T,691757,4893099,,21.5,80 +,,,,,,,2 nice sized ones,,,,288,5,,,,,,,,,
JC1828,606,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.997,0.003,,C (Aug 15),,C (Aug 15),C C ,44.1659932,-72.6014923,18T,691763,4893107,,23.6,80 +,,,,,,,severly ,,,,,6,,,,,,,,,
JC1829,607,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,,,,C (Aug 15),,C (Aug 15),C C ,44.1663441,-72.6023411,18T,691694,4893144,,20.8,,,,,,,,very,,broken in half,,25?,7,,,,,,,,,
JC1830,608,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,,,,C (Aug 15),,C (Aug 15),C C ,44.1664439,-72.6023745,18T,691691,4893155,,20.2,70+,,,,,,,,,,,255,8,,,,,,,,,
JC1831,609,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.1659548,-72.6030948,18T,691635,4893099,,20.5,75-80,,,,,,,some,,,,A159,9,,,,,,,,,
JC1832,610,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.991,0.009,,C (Aug 15),,C (Aug 15),C C ,44.1658744,-72.6031231,18T,691633,4893090,,14.6,65-70,,,,,,,some,,,,A158,10,,,,,,,,,
JC1833,612,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.95,0.05,,C (Aug 15),,C (Aug 15),C C ,44.1658768,-72.6032355,18T,691624,4893090,,19,60-70,,,,,,,,,,,A155,12,,,,,,,,,
JC1834,613,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.1660146,-72.6033675,18T,691613,4893105,,19.7,50-60,,,,,,,some,,one big branch broke off,,A134,13,,,,,,,,,
JC1835,614,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.997,0.003,,C (Aug 15),,C (Aug 15),C C ,44.1660567,-72.6032282,18T,691624,4893110,,17.5,60-70,,,,,,,,,,,A164,14,,,,,,,,,
JC1836,615,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,probablyJC,0.887,0.113,,C (Aug 15),,C (Aug 15),C C ,44.1661504,-72.6029743,18T,691644,4893121,,15.6,,,,,,,,yes,,fallen down,,169,15,,,,,,,,,
JC1837,616,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.997,0.003,,C (Aug 15),,C (Aug 15),C C ,44.1661601,-72.6030114,18T,691641,4893122,,17.5,40-50,,,,,,,yes,,,,A168,16,,,,,,,,,
JC1838,617,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.997,0.003,,C (Aug 15),,C (Aug 15),C C ,44.1664882,-72.6031983,18T,691625,4893158,,16.9,45,,,,,,,yes,,,,A174,17,,,,,,,,,
JC1839,618,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.997,0.003,,C (Aug 15),,C (Aug 15),C C ,44.1662717,-72.6036073,18T,691593,4893133,,12,,,,,,,,,,fallen down,,A109,18,,,,,,,,,
JC1840,619,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.1662725,-72.6036448,18T,691590,4893133,,17.1,40-50,,,,,,,,,,,A122,19,,,,,,,,,
JC1841,620,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.989,0.011,,C (Aug 15),,C (Aug 15),C C ,  x,x,18T,x,x,,22.5,,,,,,,,,,fallen down,,A123,20,,,,,,,,,
JC1842,621,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.997,0.003,,C (Aug 15),,C (Aug 15),C C ,44.1663354,-72.6036422,18T,691590,4893140,,14.4,40-50,,,,,,,a few,,,,A121,21,,,,,,,,,
JC1843,622,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.995,0.005,,C (Aug 15),,C (Aug 15),C C ,  x,x,18T,x,x,,23.8,80+,,,,,,,a few,,,,A19,22,,,,,,,,,
JC1844,623,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.997,0.003,,C (Aug 15),,C (Aug 15),C C ,44.1665979,-72.6037066,18T,691584,4893169,,,80+,,,,,,,,,,,A23,23,,,,,,,,,
JC1845,624,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.997,0.003,,C (Aug 15),,C (Aug 15),C C ,44.166196,-72.6038605,18T,691573,4893124,,17,,,,,,,,a few,,,,A17,24,,,,,,,,,
JC1846,625,Wild,Tim McCleary,J. cinerea,"VT, Barre Town Forest",,,JC,0.995,0.005,,C (Aug 15),,C (Aug 15),C C ,44.1661777,-72.6038487,18T,691574,4893122,,25.7,80+,,,,,,,big one,,,,A18,25,,,,,,,,,
JC1847,626,Wild,Tim McCleary,J. nigra,"VT, Jericho, UVM Research Forest",,,mix,0.962,0.038,"C (Dec 16, 2009)",,,C (Dec 18 2009),,44.4477476,-73.0023138,18T,658954,4923546,,10,30-40,,,,,,,,,"planted,probably j nigra",,BW1,26,,,,,,,,,
JC1848,627,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,F1,,,,A (Aug 15),,A (Aug 15),A A ,44.4482076,-73.002361,18T,658949,4923597,,23.5,40-50,,,,,,,,,,,,27,,,,,,,,,
JC1849,628,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,F2,0.524,0.476,,A (Aug 15),,A (Aug 15),A A ,44.4478122,-73.0023996,18T,658947,4923553,,2,10,,,,,,,,,sapling,,,28,,,,,,,,,
JC1850,629,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,mix,,,,A (Aug 15),,A (Aug 15),A A ,44.4478043,-73.0024627,18T,658942,4923552,,4,15,,,,,,,,,sapling,,,29,,,,,,,,,
JC1851,630,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,F1,0.489,0.511,,A (Aug 15),,A (Aug 15),A A ,44.4477613,-73.0025773,18T,658933,4923547,,1.5,12,,,,,,,,,sapling,,,30,,,,,,,,,
JC1852,631,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.995,0.005,,C (Aug 15),,C (Aug 15),C C ,44.4474793,-73.002411,18T,658947,4923516,,10.1,20-30,,,,,,,,,,,,31,,,,,,,,,
JC1853,632,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.4475128,-73.0022716,18T,658958,4923520,,9.8,40+,,,,,,,,,,,,32,,,,,,,,,
JC1854,633,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.446766,-73.0017818,18T,658999,4923438,,18.8,30-40,,,,,,,many,,,,,33,,,,,,,,,
JC1855,634,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.4462541,-73.0018495,18T,658995,4923381,,13.3,30-40,,,,,,,,,,,JRF67,34,,,,,,,,,
JC1856,635,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.4459535,-73.0031919,18T,658889,4923345,,4.4,16-20,,,,,,,,,stump sprout,,,35,,,,,,,,,
JC1857,636,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.995,0.005,,C (Aug 15),,C (Aug 15),C C ,44.445978,-73.0030528,18T,658900,4923348,,1,12,,,,,,,,,sapling,,,36,,,,,,,,,
JC1858,637,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.993,0.007,,C (Aug 15),,C (Aug 15),C C ,44.4458747,-73.0022897,18T,658961,4923338,,5.3,20,,,,,,,,,,,,37,,,,,,,,,
JC1859,638,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.4451349,-73.0022018,18T,658970,4923256,,7,20-30,,,,,,,,,,,JRF200,38,,,,,,,,,
JC1860,639,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,,,,C (Aug 15),,C (Aug 15),C C ,44.4451623,-73.002226,18T,658968,4923259,,5.5,20-30,,,,,,,severely,,a lot of dead bracnhes,,JRF201,39,,,,,,,,,
JC1861,640,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.995,0.005,,C (Aug 15),,C (Aug 15),C C ,44.4449365,-73.0016682,18T,659013,4923235,,6.3,20-30,,,,,,,some,,,,JRF64,40,,,,,,,,,
JC1862,641,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.4448353,-73.001546,18T,659023,4923224,,9.1,30-40,,,,,,,,,,,JRF62,41,,,,,,,,,
JC1863,642,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.995,0.005,,C (Aug 15),,C (Aug 15),C C ,44.4449615,-73.0015543,18T,659022,4923238,,4.8,20-30,,,,,,,severley,,,,,42,,,,,,,,,
JC1864,643,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,probablyF2,0.988,0.012,,C (Aug 15),,C (Aug 15),C C ,44.444665,-73.0010743,18T,659061,4923206,,,12,,,,,,,,,sapling,,,43,,,,,,,,,
JC1865,644,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 15),,C (Aug 15),C C ,44.4439961,-73.0009212,18T,659075,4923132,,6,20-30,,,,,,,,,connected to 645,,59,44,,,,,,,,,
JC1866,645,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,NA,0.995,0.005,,C (Aug 26),,C (Aug 19),C C ,44.4439961,-73.0009212,18T,659075,4923132,,8,20-30,,,,,,,,,connected to 644,,60,45,,,,,,,,,
JC1867,646,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.995,0.005,,C (Aug 26),,C (Aug 19),C C ,44.4443008,-73.0018658,18T,658999,4923164,,14.7,80+,,,,,,,many,,rooted with 2 more,,JRF6,46,,,,,,,,,
JC1868,647,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,NA,0.995,0.005,,C (Aug 26),,C (Aug 19),C C ,44.4443008,-73.0018658,18T,658999,4923164,,20.2,80+,,,,,,,several,,rooted with 2 more,,JRF7,47,,,,,,,,,
JC1869,648,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,,,,C (Aug 26),,C (Aug 19),C C ,44.4443302,-73.0020031,18T,658988,4923167,,16.7,70-80,,,,,,,some,,,,JRF2,48,,,,,,,,,
JC1870,649,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,,,C (Aug 19),C ,44.4442301,-73.0019437,18T,658993,4923156,,18.8,80+,,,,,,,some,,,,,49,,,,,,,,,
JC1871,650,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 26),,C (Aug 19),C C ,44.4437872,-73.0002999,18T,659125,4923110,,6.2,20-30,,,,,,,a few big ones,,,,JRF26,50,,,,,,,,,
JC1872,651,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,,,,C (Aug 26),,C (Aug 19),C C ,44.4438932,-73.0001832,18T,659134,4923122,,6.4,20-30,,,,,,,a lot,,stump sprout,,,51,,,,,,,,,
JC1873,652,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 26),,C (Aug 19),C C ,44.444193,-72.9967423,18T,659407,4923162,,18.8,70+,,,,,,,some,,a few dead branches,,,52,,,,,,,,,
JC1874,653,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 26),,C (Aug 19),C C ,44.4444098,-72.9962699,18T,659444,4923187,,6.9,20-30,,,,,,,some,,,,,53,,,,,,,,,
JC1875,654,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.996,0.004,,C (Aug 26),,C (Aug 19),C C ,44.4429755,-73.0002146,18T,659134,4923020,,,,,,,,,,,,seedling,,,54,,,,,,,,,
JC1876,655,Wild,Tim McCleary,J. cinerea,"VT, Jericho, UVM Research Forest",,,JC,0.997,0.003,,C (Aug 26),,C (Aug 19),C C ,44.4429755,-73.0002146,18T,659134,4923020,,,,,,,,,,,,seedling,,,55,,,,,,,,,
JC1877,662,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Baker Peak Trail",,,JC,0.994,0.006,,C (Aug 26),,C (Aug 19),C C ,43.3128004,-72.9871428,18T,663232,4797519,,12.7,20-30,,,,,,,many + 1 huge one,,,,,62,,,,,,,,,
JC1878,663,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Baker Peak Trail",,,mix,0.41,0.59,,A (Aug 26),,A (Aug 19),A A ,43.3128008,-72.9871675,18T,663230,4797519,,11.5,20-30,,,,,,,many,,covered in vines,,,63,,,,,,,,,
JC1879,664,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Baker Peak Trail",,,JC,0.995,0.005,,C (Aug 26),,C (Aug 19),C C ,43.312793,-72.9877473,18T,663183,4797517,,10.9,30-40,,,,,,,lots,,dead branches and shitty quality,,,64,,,189,,,,,,
JC1880,665,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Baker Peak Trail",,,JC,0.994,0.006,,C (Aug 26),,C (Aug 19),C C ,43.2718377,-72.9931641,18T,662853,4792958,,10,40-50,1,,20,,,,,N,,"Info from GMNF data sheet: On mad tom road leaning to sunlight. Not too bad, some root problems. Crowding of crown",101,65,,,458,,,,,,
JC1881,667,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Moses Pond Road",,,JC,0.987,0.013,,C (Aug 26),,C (Aug 19),C C ,43.3174833,-72.8070293,18T,677825,4798407,,13.6,80-90,1,,25,,,,almost none,N,"healthy, tall , straight",Info from GMNF data sheet: Trunk with crook. Crown getting crowded,154,67,,,,,,,,,
JC1882,668,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Moses Pond Road",,,JC,0.996,0.004,,C (Aug 26),,C (Aug 19),C C ,43.317484,-72.8070663,18T,677822,4798407,,17.9,80-90,2,,35,,,,almost none,N,"healthy, tall , straight",Info from GMNF data sheet: Possible candidate tree. Trunk good. Roots fair. Some coelescing in roots. Crown good some dead limbs.,153,68,,,,,,,,,
JC1883,669,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Moses Pond Road",,,JC,0.994,0.006,,C (Aug 26),,C (Aug 19),C C ,43.3174759,-72.8071159,18T,677818,4798406,,19.1,80-90,0,,30,,,,almost none,N,"healthy, tall , straight",Info from GMNF data sheet: East of moses pond rd. Pu5 peabody hill sale. Comp 30 std 20. Candidate tree.,152,69,,,,,,,,,
JC1884,670,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Moses Pond Road",,,JC,,,,C (Aug 26),,C (Aug 19),C C ,43.3173531,-72.8063434,18T,677881,4798394,,19.4,70-80,5,,40,,,,a few,N,next to a dead BN,Info from GMNF data sheet: Crown looks good. Lots of cankers on trunk vigor 2 to 3. Armillaria on dead,155,70,,,,,,,,,
JC1885,671,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Liberty Hill",,,JC,,,,C (Aug 26),,C (Aug 19),C C ,43.8220836,-72.8120638,18T,675941,4854439,,18.5 +15.9,30-40,2,,20,,,,big one on one trunk lots on other,N,"two trees connected at stump, mossy",Info from GMNF data sheet: On road just past liberty hill parking spot. In opening,221/222,71,,,,,,,,,
JC1886,673,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Liberty Hill",,,JC,0.994,0.006,,C (Aug 26),,C (Aug 19),C C ,  x,x,18T,675954,4854419,,15.7 + 7.7,20-30,0,,45,,,,moderatly,N,double tree,Info from GMNF data sheet: Double tree. On road just past liberty hill parking spot. In opening,223/224,73,,,,,,,,,
JC1887,674,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Liberty Hill",,,JC,0.997,0.003,,C (Aug 26),,C (Aug 19),C C ,43.8220448,-72.811916,18T,675953,4854435,,7.9,20-30,9,,20,,,,around roots,N,,Info from GMNF data sheet: On edge of cabin lawn,227,74,,,,,,,,,
JC1888,675,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Liberty Hill",,,JC,0.997,0.003,,C (Aug 26),,C (Aug 19),C C ,43.8206943,-72.8128607,18T,675881,4854283,,16.1,30-40,4,,1,,,,,N,just about dead,Info from GMNF data sheet: Right on east side of road. Almost gone,231,75,,,,,,,,,
JC1889,676,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Liberty Hill",,,JC,0.994,0.006,,C (Aug 26),,C (Aug 19),C C ,43.8196018,-72.8122291,18T,675935,4854163,,33.5,70-80,4,,5,,,,a few,N,2 trunks above DBH and has a lot of dead braches,Info from GMNF data sheet: Many bumps with epicormics. Conks. Rotten cat face at base,268,76,,,,,,,,,
JC1890,677,Wild,Tim McCleary,J. cinerea,"VT, Green Mountain NF, Liberty Hill",,,JC,0.995,0.005,,C (Aug 26),,C (Aug 19),C C ,43.8190525,-72.8122243,18T,675937,4854102,,14,70-80,1,,80,,,,a few,N,double trunk…mushrooms growing on it,Info from GMNF data sheet: Double tree on road. D5 c121 s103,240/241,77,,,,,,,,,
JC1891,678,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.042,0.958,,A (Aug 26),,A (Aug 19),A A ,41.4260475,-72.9299891,18T,672970,4588122,,38,70-80,,,,,,,some huge ones,,"second trunk healthy, huge tree, lots of nuts, sprouts 2 trunks",,,78,,,,,,,,,
JC1892,679,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.556,0.444,,A (Aug 26),,A (Aug 19),A A ,41.425966,-72.9314636,18T,672847,4588110,,15.3,20-30,,,,,,,several,,covered in disease..90% dead,,,79,,,,,,,,,
JC1893,680,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.987,0.013,,A (Aug 26),,A (Aug 19),A A ,41.42593,-72.9314648,18T,672847,4588106,,17.2,40-50,,,,,,,,,"fairly good health, a few dead branches",,,80,,,,,,,,,
JC1894,681,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.956,0.044,,A (Aug 26),,A (Aug 19),A A ,41.4257011,-72.9312566,18T,672865,4588081,,15,30-40,,,,,,,not much at all,,a few dead braches,,,81,,,,,,,,,
JC1895,682,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,probablyJA,0.005,0.995,"A (Dec 16, 2009)",,,A (Dec 18 2009),A ,41.4255155,-72.931454,18T,672849,4588060,,,,,,,,,,,,sapling,,,82,,,,,,,,,
JC1896,683,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,probablyF1,,,,A (Aug 26),,A (Aug 19),A A ,41.4253067,-72.9313649,18T,672857,4588037,,,,,,,,,,a few healing,,young tree cut down and re-sprouted,,,83,,,,,,,,,
JC1897,684,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,F1,0.473,0.527,,A (Aug 26),,A (Aug 19),A A ,41.4253691,-72.931327,18T,672860,4588044,,,,,,,,,,,,sapling,,,84,,,,,,,,,
JC1898,685,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,JC,0.99,0.01,,A (Aug 26),,A (Aug 19),A A ,41.4251376,-72.931478,18T,672848,4588018,,,,,,,,,,,,doube sprout from ground,,,85,,,,,,,,,
JC1899,686,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.008,0.992,,A (Aug 26),,A (Aug 19),A A ,41.4251863,-72.9316798,18T,672831,4588023,,9,35,,,,,,,,,fairly good shape,,,86,,,,,,,,,
JC1900,687,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,probablyBCtoJA,0.008,0.992,,A (Aug 26),,A (Aug 19),A A ,41.4258018,-72.9313492,18T,672857,4588092,,10,20-30,,,,,,,a few,,double sprout,,,87,,,,,,,,,
JC1901,688,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,probablyBCtoJA,0.032,0.968,,A (Aug 26),,A (Aug 19),A A ,41.4260009,-72.9314027,18T,672852,4588114,,13,30-40,,,,,,,,,double sprout,,,88,,,,,,,,,
JC1902,689,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,probablyF1,0.654,0.346,,A (Aug 26),,A (Aug 19),A A ,41.4260775,-72.9316516,18T,672831,4588122,,8,30-50,,,,,,,a few small ones,,lower branches dead…crown is crowded,,,89,,,,,,,,,
JC1903,690,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,JC,0.996,0.004,,A (Aug 26),,A (Aug 19),A A ,41.4259808,-72.9317863,18T,672820,4588111,,8,15-20,,,,,,,,,,,,90,,,,,,,,,
JC1904,691,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.667,0.333,,A (Aug 26),,A (Aug 19),A A ,41.4256488,-72.9318566,18T,672815,4588074,,7,15-20,,,,,,,,,lower branches dead,,,91,,,,,,,,,
JC1905,692,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.732,0.268,,A (Aug 26),,A (Aug 19),A A ,41.4256372,-72.9317134,18T,672827,4588073,,9,15-20,,,,,,,,,fallen over or growing sideways by stream,,,92,,,,,,,,,
JC1906,693,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.633,0.367,,A (Aug 26),,A (Aug 19),A A ,41.4255976,-72.9315112,18T,672844,4588069,,8,30-40,,,,,,,,,,,,93,,,,,,,,,
JC1907,694,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.603,0.397,,A (Aug 26),,A (Aug 19),A A ,41.4263743,-72.9316302,18T,672832,4588155,,14,30-40,,,,,,,a few big ones,,double sprout,,,94,,,,,,,,,
JC1908,695,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,NA,,,,A (Aug 26),,A (Aug 19),A A ,41.4266703,-72.9315609,18T,672837,4588188,,15,30-40,,,,,,,,,"crown is crowded, healthy",,,95,,,,,,,,,
JC1909,696,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.62,0.38,,A (Aug 26),,A (Aug 19),A A ,41.4268036,-72.931461,18T,672845,4588203,,10,15-20,,,,,,,a few,,lost its top due to cankerin??,,,96,,,,,,,,,
JC1910,697,Wild,Tim McCleary,J. cinerea,"CT, Mike Montgomery's",,,mix,0.735,0.265,,A (Aug 26),,A (Aug 19),A A ,41.4270734,-72.9314404,18T,672846,4588233,,17,20-30,,,,,,,some huge ones,,top gone/dead,,,97,,,,,,,,,
JC1911,698,Wild,Tim McCleary,J. cinerea,"CT, National Champion",,,probablyF1,0.026,0.974,,A (Aug 26),,A (Aug 19),A A ,41.413601,-72.4482246,18T,713270,4587815,,,70-80,,,,,,,yes,,"large tree, lots of nuts, many trunks, National champ, 1802",,1802,98,,,,,,,,,
JC1912,699,Wild,Tim McCleary,J. cinerea,"CT, National Champion",,,mix,0.017,0.983,,A (Aug 26),,A (Aug 19),A A ,41.4136317,-72.4479842,18T,713290,4587819,,,50-60,,,,,,,dead branches,,"has a couple trunks, 1802.1",,1802.1,99,,,,,,,,,
JC1913,703,Wild,Tim McCleary,J. cinerea,"CT, National Champion",,,mix,,,,C (Aug 26),,C (Aug 19),C C ,41.4136399,-72.4487615,18T,713225,4587818,,10,30-40,,,,,,,,,sapling?,,,103,,,,,,,,,
JC1914,706,Wild,Tim McCleary,J. cinerea,"CT, National Champion",,,probablyBCtoJA,0.012,0.988,,A (Aug 26),,A (Aug 19),A A ,41.4135568,-72.448669,18T,713233,4587809,,sap.,,,,,,,,,,"very crowded, uphill from 1802",,,106,,,,,,,,,
JC1915,709,Wild,Tim McCleary,J. cinerea,"PA, Allegheny NF",,,JC,0.996,0.004,,C (Aug 26),,C (Aug 19),C C ,41.3694802,-79.0429552,17T,663672,4581622,,12.6,80,,,55,0,,,,,lower branches deadreally rocky terrain,,248,109,,,,,,,,,
JC1916,710,Wild,Tim McCleary,J. cinerea,"PA, Allegheny NF",,,JC,0.993,0.007,,C (Aug 26),,C (Aug 19),C C ,41.369525,-79.0429419,17T,663673,4581627,,16.8,87,,,45,0,,,,,sprouts 2 trunks,,250,110,,,,,,,,,
JC1917,711,Wild,Tim McCleary,J. cinerea,"PA, Allegheny NF",,,JC,0.994,0.006,,C (Aug 26),,C (Aug 19),C C ,41.3696069,-79.0429872,17T,663669,4581636,,9.8,56,,,25,0,,,,,"Two trunks, same tree, same genotype as 251",,252,111,,,,,,,,,
