SAMPLE ID,COLLECTION ID,Source,COLLECTOR,SUSPECTED SPECIES,PLACE COLLECTED,DATE COLLECTED,SUPP VARIETY,NEWHYBR,SSR p(JC),SSR p(JA),CAPS 2,CAPS 5,CAPS 7,CAPS 10,CAPS ALL,GPS 1,GPS 2,UTM ,X,Y,ELEVATION,DBH (in),HEIGHT (ft),# BOLE CANKERS,CROWN DIAM (ft),CROWN RATIO,CROWN DIEBACK (%),SLOPE,ASPECT,CANKER SCORE,NUTS ON GROUND,NOTES,NOTES 2,ALTERNATE COLLECTOR ID,ALTERNATE COLLECTOR ID 2,Date Extracted,Date ND'd/ Diluted,New Mass DNA,Old Mass DNA,,,,,
JC1725,Canada NL04,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.4081086,-80.2620182,17N,558760,4917467,,19.5,55,,,,,,,none,,Park's tag 679,,,,,6/8/2009,343,,,,,,
JC1726,Canada NL05,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.4080913,-80.2621315,17N,558751,4917465,,17.4,60,,,,,,,none,,Park's tag 682,,,,,4/10/2008,77.54,,,,,,
JC1727,Canada NL06,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.997,0.003,C (April 10),,C (April 10),C (April 10),C C C ,44.4080274,-80.2619941,17N,558762,4917458,,"17.9, 23.2",60,,,,,,,none,,Park's tag 677,,,,,6/8/2009,148,,,,,,
JC1728,Canada NL07,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.4081979,-80.2619041,17N,558769,4917477,,21.1,62,,,,,,,none,,Park's tag 676,,,,,6/8/2009,356,,,,,,
JC1729,Canada NL08,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.997,0.003,C (April 10),,C (April 10),C (April 10),C C C ,44.4079894,-80.2616806,17N,558787,4917454,,21.8,70,,,,,,,none,,,,,,,6/8/2009,220,,,,,,
JC1730,Canada NL09,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.995,0.005,C (April 10),,C (April 10),C (April 10),C C C ,44.4080423,-80.2615167,17N,558800,4917460,,37.5,90,,,,,,,none,,,,,,,6/8/2009,462,,,,,,
JC1731,Canada NL10,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.993,0.007,C (April 10),,C (April 10),C (April 10),C C C ,44.4083837,-80.2613993,17N,558809,4917498,,18.7,65,,,,,,,none,,Park's tag 669,,,,,6/8/2009,154,,,,,,
JC1732,Canada NL11,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.4093771,-80.2604951,17N,558880,4917609,,"17.9, 15.9",75,,,,,,,none,,Park's tag 663,,,,,6/8/2009,261,,,,,,
JC1733,Canada NL12,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,,,C (April 10),,C (April 10),C (April 10),C C C ,44.4093608,-80.2607591,17N,558859,4917607,,17.3,70,,,,,,,none,,Park's tag 666,,,,,4/10/2008,415.24,,,,,,
JC1734,Canada NL13,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.997,0.003,C (April 10),,C (April 10),C (April 10),C C C ,44.4092346,-80.2607355,17N,558861,4917593,,15.1,70,,,,,,,none,,Park's tag 673,,,,,6/8/2009,387,,,,,,
JC1735,Canada NL14,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.994,0.006,C (April 10),,C (April 10),C (April 10),C C C ,44.4094223,-80.2605197,17N,558878,4917614,,9.2,65,,,,,,,none,,Park's tag 664,,,,,6/8/2009,625,,,,,,
JC1736,Canada NL15,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.997,0.003,C (April 10),,C (April 10),C (April 10),C C C ,44.4097314,-80.2609805,17N,558841,4917648,,11.1,68,,,,,,,none,,,,,,,6/8/2009,224,,,,,,
JC1737,Canada NL16,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.997,0.003,C (April 10),,C (April 10),C (April 10),C C C ,44.4093776,-80.261952,17N,558764,4917608,,22,75,,,,,,,none,,,,,,,6/8/2009,100,,,,,,
JC1738,Canada NL17,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.4096372,-80.2617352,17N,558781,4917637,,18.2,60,,,,,,,none,,,,,,,6/8/2009,438,,,,,,
JC1739,Canada NL18,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.994,0.006,C (April 10),,C (April 10),C (April 10),C C C ,44.4096387,-80.2619613,17N,558763,4917637,,20.5,80,,,,,,,none,,,,,,,6/8/2009,105,,,,,,
JC1740,Canada NL19,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.4091887,-80.2592039,17N,558983,4917589,,29,85,,,,,,,none,,Park's tag 661,,,,,6/8/2009,431,,,,,,
JC1741,Canada NL20,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.409036,-80.259256,17N,558979,4917572,,"9, 10.5",50,,,,,,,none,,Park's tag 660,,,,,6/8/2009,685,,,,,,
JC1742,Canada NL21,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.3988801,-80.2453954,17N,560093,4916454,,"9.5, 10.5",60,,,,,,,none,,growing almost horizontally,,,,,6/8/2009,743,,,,,,
JC1743,Canada NL22,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.3988445,-80.2454586,17N,560088,4916450,,15.4,45,,,,,,,none,,,,,,,4/10/2008,50.89,,,,,,
JC1744,Canada NL23,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.997,0.003,C (April 10),,,C (April 10),C C ,44.3991584,-80.2452788,17N,560102,4916485,,"12.9, 15",55,,,,,,,"yes, small spots",,,,,,,6/8/2009,400,,,,,,
JC1745,Canada NL24,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.992,0.008,C (April 10),,C (April 10),C (April 10),C C C ,44.399495,-80.2458144,17N,560059,4916522,,20.8,55,,,,,,,none,,Park's tag 766,,,,,6/8/2009,342,,,,,,
JC1746,Canada NL25,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.996,0.004,C (April 10),,C (April 10),C (April 10),C C C ,44.3993379,-80.2452011,17N,560108,4916505,,10.6,67,,,,,,,none,,,,,,,4/10/2008,182.9,,,,,,
JC1747,Canada NL26,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.991,0.009,C (April 10),,C (April 10),C (April 10),C C C ,44.3989822,-80.2445025,17N,560164,4916466,,19,85,,,,,,,none,,,,,,,4/10/2008,366.6,,,,,,
JC1748,Canada NL27,Wild,Sean Hoban,J. cinerea,"Nottawasga Lake, Ontario",6/19/2007,,JC,0.989,0.011,C (April 10),,C (April 10),C (April 10),C C C ,44.3983807,-80.2447614,17N,560144,4916399,,sapling,4,,,,,,,"no, but probably will",,,,,,,4/10/2008,178.21,,,,,,
JC1749,JC01; 0561.5,Garden,Tim McCleary,J. cinerea,UCDavis (Germplasm Repository),5/14/2007,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC1750,JC02; 561.4,Garden,Tim McCleary,J. cinerea,UCDavis (Germplasm Repository),5/14/2007,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC1751,1123 Glastonbury,Wild,Sandra Anagnostakis,J. cinerea,"Glastonbury, Connecticuit",9/29/2007,,NA,,,"C (Mar 4, 2009)",,,"C(July 1, 09)",C C,41.7009629,-72.5423164,18N,704497,4619494,418 ft,,,,,,,,,,,,,,,,,,,,,,,
JC1752,1124 Glastonbury,Wild,Sandra Anagnostakis,J. cinerea,"Glastonbury, Connecticuit",9/29/2007,,NA,,,"C (Mar 4, 2009)",,,"C(July 1, 09)",C C,41.7010858,-72.5425881,18N,704474,4619507,409 ft,,,,,,,,,,,,,,,1/3/2008,1/6/2008,62.71,,,,,,
JC1753,1125 Glastonbury,Wild,Sandra Anagnostakis,J. cinerea,"Glastonbury, Connecticuit",9/29/2007,,JC,,,"C (Mar 4, 2009)",,,"C(July 1, 09)",C C,41.7012028,-72.5425837,18N,704474,4619520,403 ft,,,,,,,,,,,,,,,1/3/2008,1/6/2008,121.45,,,,,,
JC1754,1126 Glastonbury,Wild,Sandra Anagnostakis,J. cinerea,"Glastonbury, Connecticuit",9/29/2007,,JC,,,C (Dec 9),,,C (Dec 11),C C ,41.700651,-72.5424725,18N,704485,4619459,425 ft,,,,,,,,,,,"also performed Quiagen on 2-5-2008, Q ND is 229.9",,,,1/3/2008,1/6/2008,135.23,,,,,,
JC1755,1513 Glastonbury,Wild,Sandra Anagnostakis,J. cinerea,"Glastonbury, Connecticuit",9/29/2007,,mix,,,"A (Mar 4, 2009)",,,"A (July 1, 09)",A A ,41.7149964,-72.5398824,18N,704655,4621058,283 ft,,,,,,,,,,,,,,,1/3/2008,1/6/2008,143.95,,,,,,
JC1756,1514 Glastonbury,Wild,Sandra Anagnostakis,J. cinerea,"Glastonbury, Connecticuit",9/29/2007,,NA,,,"A (Mar 4, 2009)",,,"A (July 1, 09)",A A ,41.7148373,-72.5400207,18N,704644,4621040,283 ft,,,,,,,,,,,,,,,,,,,,,,,
JC1757,228-79*6,Garden,Morton Arboretum,J. cinerea,IL,9/13/2007,,NA,,,"C (Mar 4, 2009)",,,,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC1758,228-79*7,Garden,Morton Arboretum,J. cinerea,IL,9/13/2007,,NA,,,x,,,"C(July 1, 09)",xC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC1759,234-95*3,Garden,Morton Arboretum,J. cinerea,IA,9/13/2007,,NA,,,"C (Mar 4, 2009)",,,"C(July 1, 09)",C C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC1760,1802.1,Wild,Sandra Anagnostakis,J. cinerea,"Chester, Connecticut",12/18/2007,,NA,,,,,,,,41.4135329,-72.448,18N,713289,4587808,,33.5,50 ft,,,,,,,,,"pith = butternut. From same yard as 1802, state champ, about 75 apart",,,,,,,,,,,,
JC1761,ND_Lake1,Wild,Sean Hoban,J. cinerea,Notre Dame,11/29/2007,,NA,,,"A (Mar 4, 2009)",,,"A (July 1, 09)",A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC1762,WICQNNF1,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,"C (Mar 4, 2009)",,,"C(July 1, 09)",C C,45.47117,-88.63258,16 N,372387,5036590,,14.2,,0,,,,,,,,45.47117,-88.63258,,,,,,,,,,,
JC1763,WICQNNF2,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,"C (Mar 4, 2009)",,,"C(July 1, 09)",C C,45.47082,-88.63,16 N,372588,5036547,,13.3,,1,,,,,,,,45.47082,-88.63,,,,,,,,,,,
JC1764,WICQNNF3,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,"C (July 24, 2009)",,,C (October 3 2009),,45.47061,-88.63052,16 N,372547,5036524,,16.3,,2,,,,,,,,45.47061,-88.63052,,,,,158,,,,,,
JC1765,WICQNNF4,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,"C (Mar 4, 2009)",,,"C(July 1, 09)",C C,45.47015,-88.62977,16 N,372604,5036472,,18.7,,1,,,,,,,,45.47015,-88.62977,,,,,,,,,,,
JC1766,WICQNNF5,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.995,0.005,C (April 3 2009),,"C (April 6, 2009)","C(July 1, 09)",C C C,45.47028,-88.62974,16 N,372607,5036486,,12.2,,3,,,,,,,,45.47028,-88.62974,,,,,,,,,,,
JC1767,WICQNNF6,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.995,0.005,C (April 3 2009),,"C (April 6, 2009)","C(July 1, 09)",C C C,45.47071,-88.62962,16 N,372617,5036534,,14.2,,2,,,,,,,,45.47071,-88.62962,,,,,,,,,,,
JC1768,WICQNNF7,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,NA,,,,,,,,45.47136,-88.62942,16 N,372634,5036606,,13,,0,,,,,,,,45.47136,-88.62942,,,,,,,,,,,
JC1769,WICQNNF8,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,NA,,,,,,,,45.47151,-88.62943,16 N,372634,5036623,,17.3,,10,,,,,,,,45.47151,-88.62943,,,,,,,,,,,
JC1770,WICQNNF9,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47131,-88.62861,16 N,372698,5036599,,16.3,,6,,,,,,,,45.47131,-88.62861,,,,,,,,,,,
JC1771,WICQNNF10,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,,,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47129,-88.62845,16 N,372710,5036597,,31.6,,9,,,,,,,,45.47129,-88.62845,,,,,,,,,,,
JC1772,WICQNNF11,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.995,0.005,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47136,-88.62765,16 N,372773,5036603,,18.5,,8,,,,,,,,45.47136,-88.62765,,,,,,,,,,,
JC1773,WICQNNF12,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.992,0.008,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47134,-88.62731,16 N,372799,5036600,,14.8,,10+,,,,,,,,45.47134,-88.62731,,,,,,,,,,,
JC1774,WICQNNF13,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.982,0.018,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47115,-88.62726,16 N,372803,5036579,,11.9,,3,,,,,,,,45.47115,-88.62726,,,,,,,,,,,
JC1775,WICQNNF14,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47128,-88.62695,16 N,372827,5036593,,14,,8,,,,,,,,45.47128,-88.62695,,,,,,,,,,,
JC1776,WICQNNF15,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47111,-88.62633,16 N,372875,5036573,,25.4,,2,,,,,,,,45.47111,-88.62633,,,,,,,,,,,
JC1777,WICQNNF16,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47129,-88.62579,16 N,372918,5036592,,5.1,,0,,,,,,,,45.47129,-88.62579,,,,,,,,,,,
JC1778,WICQNNF17,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47151,-88.62554,16 N,372938,5036616,,7.3,,6,,,,,,,,45.47151,-88.62554,,,,,,,,,,,
JC1779,WICQNNF18,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47158,-88.625,16 N,372980,5036623,,31.5,,3,,,,,,,,45.47158,-88.625,,,,,,,,,,,
JC1780,WICQNNF19,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.997,0.003,C (April 3 2009),,,C (October 3 2009),C ,45.4713,-88.62416,16 N,373045,5036591,,10.5,,10+,,,,,,,,45.4713,-88.62416,,,,,,,,,,,
JC1781,WICQNNF20,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.997,0.003,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47198,-88.62478,16 N,372998,5036668,,14.5,,10+,,,,,,,,45.47198,-88.62478,,,,,,,,,,,
JC1782,WICQNNF21,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47153,-88.62397,16 N,373061,5036616,,9.5,,8,,,,,,,,45.47153,-88.62397,,,,,,,,,,,
JC1783,WICQNNF22,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.997,0.003,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47176,-88.62394,16 N,373064,5036642,,7.2,,10+,,,,,,,,45.47176,-88.62394,,,,,,,,,,,
JC1784,WICQNNF23,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47177,-88.62463,16 N,373010,5036644,,14.4,,4,,,,,,,,45.47177,-88.62463,,,,,,,,,,,
JC1785,WICQNNF24,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47194,-88.6243,16 N,373036,5036662,,15.8,,3,,,,,,,,45.47194,-88.6243,,,,,,,,,,,
JC1786,WICQNNF25,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.997,0.003,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47246,-88.62419,16 N,373046,5036720,,17.4,,3,,,,,,,,45.47246,-88.62419,,,,,,,,,,,
JC1787,WICQNNF26,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.997,0.003,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47234,-88.62399,16 N,373061,5036706,,10.5,,7,,,,,,,,45.47234,-88.62399,,,,,,,,,,,
JC1788,WICQNNF27,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,,,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47254,-88.62363,16 N,373090,5036728,,10.2,,5,,,,,,,,45.47254,-88.62363,,,,,,,,,,,
JC1789,WICQNNF28,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.994,0.006,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.4733,-88.62406,16 N,373058,5036813,,18.8,,3,,,,,,,,45.4733,-88.62406,,,,,,,,,,,
JC1790,WICQNNF29,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.4729,-88.62271,16 N,373162,5036766,,18.2,,0,,,,,,,,45.4729,-88.62271,,,,,,,,,,,
JC1791,WICQNNF30,Wild,Paul Berrang,J. cinerea,Chequamegon-Nicolet National Forest,3/21/2008,,JC,0.997,0.003,C (April 3 2009),,"C (April 6, 2009)",,C C ,45.47265,-88.62125,16 N,373276,5036736,,10.3,,10+,,,,,,,,45.47265,-88.62125,,,,,,,,,,,
JC1792,Bear Creek,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Bear Creek,NA,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,14,,,,,,,,,by barn,,,,,,,,,,,,
JC1793,Russel Scott BN,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Russel Scott,NA,,,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,3,,,,,,,,,by white barn,,,,,,,,,,,,
JC1794,Craxezy,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Craxezy,NA,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
JC1795,Cobles-1,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Cobles,NA,,,"A (April 3, 2009)",,"A (April 6, 2009)",,A A ,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
JC1796,Adelphia-1 ,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Adelphia,NA,,,"A (April 3, 2009)",,"A (April 6, 2009)",,A A ,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
JC1797,Beckwith,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Beckwith,NA,0.997,0.003,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC1798,Chamberlain,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Chamberlain,NA,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,
JC1799,Kenworthy,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Kenworthy,NA,,,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
JC1800,Craxezy-2 ,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Craxezy,NA,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
JC1801,Beckwith-2 ,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Beckwith,NA,0.997,0.003,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
JC1802,George Elmer-2,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,George Elmer,NA,,,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
JC1803,Kenworthy 2,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Kenworthy,NA,0.994,0.006,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
JC1804,Chamberlain 2,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Chamberlain,NA,0.997,0.003,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
JC1805,Belleville,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Belleville,NA,,,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC1806,Booth,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Booth,NA,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
JC1807,Easy Out,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Easy Out,NA,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
JC1808,Belleville 2,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Belleville,NA,,,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
JC1809,Stantech #4,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,,JC,0.991,0.009,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,from Barb Boysen,,,,,,,,,,,,
JC1810,Stantech #2,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,,JC,0.992,0.008,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,from Barb Boysen,,,,,,,,,,,,
JC1811,Invar 427,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,from Barb Boysen,,,,,,,,,,,,
JC1812,Invar 428,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,,JC,0.995,0.005,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,from Barb Boysen,,,,,,,,,,,,
JC1813,Invar 432,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,,JC,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,from Barb Boysen,,,,,,,,,,,,
JC1814,Invar431,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,,JC,0.995,0.005,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,from Barb Boysen,,,,,,,,,,,,
JC1815,Invar 426,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,,JC,0.99,0.01,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,from Barb Boysen,,,,,,,,,,,,
JC1816,19730673 B,Garden,Sean Hoban,J. cinerea,Minnesota Arboretum,6/23/2008,unknown,NA,0.413,0.587,"C (Dec 16, 2009)",,"C (April 6, 2009)",C (Dec 18 2009),xC ,,,,,,,,,,,,,,,,,grown as plants from Helena Valley Nursery,,,,,,660,,,,,,
JC1817,19730673 C,Garden,Sean Hoban,J. cinerea,Minnesota Arboretum,6/23/2008,unknown,NA,0.483,0.517,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,grown as plants from Helena Valley Nursery,,,,,,230,,,,,,
JC1818,19730942 C,Garden,Sean Hoban,J. cinerea,Minnesota Arboretum,6/23/2008,unknown,NA,0.996,0.004,C (April 3 2009),,"C (April 6, 2009)",,C C ,,,,,,,,,,,,,,,,,"from wild coll seed, Carver, MN",,,,,,162,,,,,,
JC1819,19840290 C,Garden,Sean Hoban,J. cinerea,Minnesota Arboretum,6/23/2008,Bountiful,NA,0.526,0.474,"A (April 3, 2009)",,"A (April 6, 2009)",,A A ,,,,,,,,,,,,,,,,,"from Stark Bros Nurseries Louisiana, MO",,,,,,316,,,,,,
JC1820,19840290 B,Garden,Sean Hoban,J. cinerea,Minnesota Arboretum,6/23/2008,Bountiful,NA,0.524,0.476,"A (April 3, 2009)",,"A (April 6, 2009)",,A A ,,,,,,,,,,,,,,,,,"from Stark Bros Nurseries Louisiana, MO",,,,,,526,,,,,,
