"HASC_2","NAME_2","NAME_1","JC","complexBCJC","F1","BCJCxBCJA","F2xBCJC","BCJCxBC2JAvs","BC2JC","BCJC","F2","complexBCF","complexBCJA","BCJA","JA","BCJAxBCJA","BCJCxBC3JC","BC2JCxBC3JC","BC4JC","F1xBCJA","F1xF2","BCJCxBCJC","BC6JC","BCJCxBC2JC","BC2JAxBC3JC","mean_JC_struc"
"US.WI.PT","Portage","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999955
"US.WI.RA","Racine","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963
"US.WI.RO","Rock","Wisconsin",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99425
"US.WI.SA","Shawano","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.WI.SU","Sauk","Wisconsin",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999912
"US.WI.TA","Taylor","Wisconsin",23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962240923076923
"US.WI.VE","Vernon","Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958
"US.WI.WA","Winnebago","Wisconsin",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999962
"US.WI.WL","Walworth","Wisconsin",67,2,0,0,5,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.958826064102564
"US.WI.WO","Wood","Wisconsin",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8815925
"US.WI.WP","Waupaca","Wisconsin",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995636363636364
"US.WV.BB","Barbour","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999962
"US.WV.BN","Boone","West Virginia",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8678045
"US.WV.BX","Braxton","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998275
"US.WV.CB","Cabell","West Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.WV.CH","Calhoun","West Virginia",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999960166666667
"US.WV.CY","Clay","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999635
"US.WV.GE","Greenbrier","West Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.WV.GI","Gilmer","West Virginia",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99995525
"US.WV.HD","Hardy","West Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.WV.KA","Kanawha","West Virginia",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9791271
"US.WV.LE","Lewis","West Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963
"US.WV.LO","Logan","West Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.WV.ME","Monroe","West Virginia",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963166666667
"US.WV.MG","Monongalia","West Virginia",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.907330142857143
"US.WV.MI","Marion","West Virginia",6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939273875
"US.WV.MN","Mason","West Virginia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999655
"US.WV.NI","Nicholas","West Virginia",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999605
"US.WV.PE","Pendleton","West Virginia",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989393939393939
"US.WV.PO","Pocahontas","West Virginia",3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805642833333333
"US.WV.PR","Preston","West Virginia",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.024439
"US.WV.RI","Ritchie","West Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999966
"US.WV.SU","Summers","West Virginia",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99990725
"US.WV.TU","Tucker","West Virginia",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999963
"US.WV.WB","Webster","West Virginia",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999644
"US.WV.WO","Wood","West Virginia",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89658675
